municipio,nome_municipio_uf,ivs,ivs_infraestrutura_urbana,ivs_capital_humano,ivs_renda_e_trabalho,idhm,idhm_long,idhm_educ,idhm_renda,idhm_educ_sub_esc,idhm_educ_sub_freq
2111250,São José dos Basílios (MA),0.61799999999999999,"0,767","0,575","0,513",0.55700000000000005,"0,719","0,480","0,501","0,313","0,594"
2111003,São João Batista (MA),0.67300000000000004,"0,788","0,565","0,666",0.59799999999999998,"0,752","0,577","0,493","0,422","0,675"
2111029,São João do Carú (MA),0.66500000000000004,"0,682","0,691","0,622",0.50900000000000001,"0,684","0,397","0,487","0,247","0,504"
2111052,São João do Paraíso (MA),0.48399999999999999,"0,451","0,501","0,500",0.60899999999999999,"0,753","0,542","0,554","0,393","0,637"
2111078,São João do Soter (MA),0.64,"0,642","0,664","0,613",0.51700000000000002,"0,711","0,401","0,486","0,220","0,542"
2111102,São João dos Patos (MA),0.47899999999999998,"0,462","0,483","0,492",0.61499999999999999,"0,726","0,522","0,613","0,356","0,633"
2111409,São Luís Gonzaga do Maranhão (MA),0.55200000000000005,"0,447","0,644","0,564",0.54,"0,716","0,438","0,503","0,264","0,565"
2111508,São Mateus do Maranhão (MA),0.59499999999999997,"0,574","0,651","0,559",0.61599999999999999,"0,723","0,515","0,627","0,333","0,640"
2111532,São Pedro da Água Branca (MA),0.61599999999999999,"0,642","0,634","0,573",0.60499999999999998,"0,735","0,523","0,577","0,339","0,650"
2111573,São Pedro dos Crentes (MA),0.42199999999999999,"0,245","0,545","0,476",0.6,"0,738","0,524","0,558","0,352","0,640"
2111607,São Raimundo das Mangabeiras (MA),0.47499999999999998,"0,354","0,561","0,511",0.61,"0,749","0,521","0,583","0,373","0,615"
2111631,São Raimundo do Doca Bezerra (MA),0.61799999999999999,"0,640","0,672","0,543",0.51600000000000001,"0,700","0,410","0,478","0,255","0,519"
2111672,São Roberto (MA),0.50600000000000001,"0,326","0,615","0,578",0.51600000000000001,"0,738","0,391","0,475","0,232","0,507"
2111706,São Vicente Ferrer (MA),0.64400000000000002,"0,731","0,586","0,614",0.59199999999999997,"0,762","0,541","0,504","0,415","0,618"
2111805,Sítio Novo (MA),0.49399999999999999,"0,347","0,590","0,546",0.56399999999999995,"0,774","0,456","0,509","0,308","0,555"
2112001,Tasso Fragoso (MA),0.39400000000000002,"0,154","0,566","0,462",0.59899999999999998,"0,777","0,491","0,562","0,325","0,603"
2112100,Timbiras (MA),0.71199999999999997,"0,714","0,776","0,645",0.53700000000000003,"0,730","0,427","0,498","0,264","0,543"
2112209,Timon (MA),0.39,"0,309","0,466","0,394",0.64900000000000002,"0,768","0,579","0,614","0,458","0,651"
2112233,Trizidela do Vale (MA),0.436,"0,196","0,619","0,494",0.60599999999999998,"0,738","0,534","0,565","0,363","0,648"
2112274,Tufilândia (MA),0.67800000000000005,"0,847","0,619","0,569",0.55500000000000005,"0,709","0,481","0,502","0,311","0,598"
2112308,Tuntum (MA),0.54400000000000004,"0,409","0,619","0,605",0.57199999999999995,"0,726","0,483","0,534","0,286","0,628"
2112407,Turiaçu (MA),0.70299999999999996,"0,948","0,604","0,556",0.56100000000000005,"0,776","0,461","0,493","0,325","0,549"
2112456,Turilândia (MA),0.69499999999999995,"0,842","0,600","0,643",0.53600000000000003,"0,774","0,402","0,495","0,259","0,500"
2112506,Tutóia (MA),0.622,"0,687","0,621","0,557",0.56100000000000005,"0,722","0,451","0,543","0,305","0,549"
2112605,Urbano Santos (MA),0.66300000000000003,"0,798","0,628","0,563",0.58799999999999997,"0,770","0,522","0,506","0,377","0,615"
2112704,Vargem Grande (MA),0.71899999999999997,"0,796","0,698","0,664",0.54200000000000004,"0,768","0,425","0,487","0,291","0,514"
2112803,Viana (MA),0.55900000000000005,"0,668","0,495","0,515",0.61799999999999999,"0,758","0,548","0,567","0,421","0,626"
2112852,Vila Nova dos Martírios (MA),0.61,"0,603","0,653","0,575",0.58099999999999996,"0,718","0,491","0,555","0,370","0,566"
2113009,Vitorino Freire (MA),0.58099999999999996,"0,505","0,640","0,597",0.56999999999999995,"0,688","0,477","0,563","0,299","0,603"
2112902,Vitória do Mearim (MA),0.51600000000000001,"0,489","0,547","0,511",0.59599999999999997,"0,733","0,534","0,540","0,359","0,652"
2114007,Zé Doca (MA),0.53300000000000003,"0,482","0,566","0,551",0.59499999999999997,"0,745","0,505","0,559","0,372","0,589"
2100154,Água Doce do Maranhão (MA),0.68700000000000006,"0,703","0,685","0,673",0.5,"0,697","0,363","0,494","0,187","0,505"
2100204,Alcântara (MA),0.56999999999999995,"0,491","0,629","0,589",0.57299999999999995,"0,753","0,475","0,525","0,379","0,532"
2107506,Paço do Lumiar (MA),0.443,"0,649","0,340","0,341",0.72399999999999998,"0,796","0,739","0,646","0,730","0,744"
2109452,Raposa (MA),0.64200000000000002,"0,870","0,548","0,507",0.626,"0,735","0,587","0,568","0,457","0,665"
2111201,São José de Ribamar (MA),0.44900000000000001,"0,614","0,371","0,363",0.70799999999999996,"0,790","0,700","0,642","0,669","0,716"
2111300,São Luís (MA),0.372,"0,498","0,291","0,327",0.76800000000000002,"0,813","0,752","0,741","0,735","0,761"
2500205,Aguiar (PB),0.39700000000000002,"0,197","0,493","0,500",0.59699999999999998,"0,753","0,447","0,632","0,256","0,591"
2500304,Alagoa Grande (PB),0.52300000000000002,"0,376","0,587","0,605",0.58199999999999996,"0,797","0,430","0,576","0,267","0,545"
2500403,Alagoa Nova (PB),0.47499999999999998,"0,306","0,546","0,572",0.57599999999999996,"0,749","0,451","0,567","0,278","0,574"
2500502,Alagoinha (PB),0.45600000000000002,"0,297","0,521","0,549",0.59499999999999997,"0,795","0,462","0,574","0,292","0,581"
2500536,Alcantil (PB),0.50800000000000001,"0,342","0,632","0,550",0.57799999999999996,"0,765","0,458","0,550","0,263","0,605"
2500577,Algodão de Jandaíra (PB),0.46700000000000003,"0,288","0,616","0,497",0.54800000000000004,"0,749","0,413","0,532","0,244","0,537"
2500601,Alhandra (PB),0.44500000000000001,"0,223","0,552","0,559",0.58199999999999996,"0,778","0,465","0,544","0,312","0,568"
2500734,Amparo (PB),0.47599999999999998,"0,313","0,468","0,648",0.60599999999999998,"0,752","0,551","0,537","0,368","0,674"
2500775,Aparecida (PB),0.432,"0,129","0,612","0,556",0.57799999999999996,"0,747","0,456","0,567","0,272","0,590"
2500908,Arara (PB),0.50900000000000001,"0,288","0,613","0,626",0.54800000000000004,"0,712","0,407","0,569","0,227","0,544"
2501005,Araruna (PB),0.51100000000000001,"0,327","0,634","0,571",0.56699999999999995,"0,758","0,439","0,549","0,267","0,563"
2500809,Araçagi (PB),0.53600000000000003,"0,384","0,588","0,635",0.54900000000000004,"0,745","0,412","0,540","0,237","0,543"
2501104,Areia (PB),0.45400000000000001,"0,259","0,544","0,559",0.59399999999999997,"0,756","0,467","0,593","0,311","0,572"
2501153,Areia de Baraúnas (PB),0.44,"0,218","0,570","0,531",0.56200000000000006,"0,680","0,462","0,566","0,289","0,585"
2501203,Areial (PB),0.44500000000000001,"0,254","0,490","0,590",0.60799999999999998,"0,779","0,503","0,573","0,290","0,662"
2501302,Aroeiras (PB),0.56499999999999995,"0,462","0,596","0,637",0.54800000000000004,"0,745","0,411","0,537","0,238","0,541"
2501351,Assunção (PB),0.45800000000000002,"0,393","0,493","0,487",0.60899999999999999,"0,738","0,510","0,601","0,304","0,660"
2501500,Bananeiras (PB),0.52,"0,271","0,620","0,669",0.56799999999999995,"0,766","0,430","0,555","0,259","0,554"
2501534,Baraúna (PB),0.52800000000000002,"0,313","0,682","0,589",0.55800000000000005,"0,718","0,459","0,526","0,270","0,598"
2501609,Barra de Santa Rosa (PB),0.505,"0,329","0,602","0,583",0.56200000000000006,"0,753","0,434","0,542","0,258","0,562"
2501575,Barra de Santana (PB),0.5,"0,403","0,504","0,592",0.56699999999999995,"0,747","0,465","0,526","0,254","0,629"
2501708,Barra de São Miguel (PB),0.34,"0,134","0,506","0,381",0.57199999999999995,"0,728","0,440","0,584","0,245","0,590"
2501807,Bayeux (PB),0.40500000000000003,"0,342","0,443","0,431",0.64900000000000002,"0,779","0,566","0,619","0,461","0,627"
2501401,Baía da Traição (PB),0.47899999999999998,"0,327","0,532","0,578",0.58099999999999996,"0,731","0,495","0,541","0,357","0,583"
2501906,Belém (PB),0.44700000000000001,"0,186","0,559","0,596",0.59199999999999997,"0,759","0,492","0,557","0,293","0,638"
2502003,Belém do Brejo do Cruz (PB),0.40799999999999997,"0,117","0,569","0,539",0.57799999999999996,"0,779","0,451","0,550","0,288","0,565"
2502052,Bernardino Batista (PB),0.46300000000000002,"0,335","0,546","0,507",0.55800000000000005,"0,716","0,462","0,526","0,279","0,594"
2502102,Boa Ventura (PB),0.4,"0,256","0,460","0,483",0.59899999999999998,"0,790","0,480","0,566","0,328","0,581"
2502151,Boa Vista (PB),0.35599999999999998,"0,225","0,390","0,454",0.64900000000000002,"0,796","0,582","0,590","0,395","0,707"
2502201,Bom Jesus (PB),0.433,"0,185","0,509","0,604",0.59699999999999998,"0,762","0,477","0,584","0,309","0,592"
2502300,Bom Sucesso (PB),0.39,"0,089","0,585","0,496",0.59199999999999997,"0,752","0,494","0,558","0,313","0,620"
2502409,Bonito de Santa Fé (PB),0.36299999999999999,"0,108","0,516","0,464",0.57399999999999995,"0,786","0,427","0,564","0,304","0,506"
2502508,Boqueirão (PB),0.41299999999999998,"0,230","0,484","0,525",0.60699999999999998,"0,763","0,496","0,592","0,356","0,585"
2502706,Borborema (PB),0.42499999999999999,"0,215","0,513","0,548",0.55800000000000005,"0,750","0,426","0,544","0,264","0,541"
2502805,Brejo do Cruz (PB),0.40799999999999997,"0,173","0,519","0,531",0.59699999999999998,"0,798","0,463","0,575","0,287","0,589"
2502904,Brejo dos Santos (PB),0.40400000000000003,"0,082","0,531","0,598",0.61899999999999999,"0,776","0,541","0,564","0,336","0,686"
2503001,Caaporã (PB),0.42299999999999999,"0,224","0,571","0,475",0.60199999999999998,"0,757","0,509","0,565","0,357","0,607"
2503100,Cabaceiras (PB),0.374,"0,195","0,438","0,488",0.61099999999999999,"0,759","0,523","0,574","0,336","0,653"
2503209,Cabedelo (PB),0.28499999999999998,"0,122","0,388","0,345",0.748,"0,822","0,651","0,782","0,581","0,689"
2503308,Cachoeira dos Índios (PB),0.39,"0,160","0,525","0,486",0.58699999999999997,"0,766","0,453","0,583","0,271","0,586"
2503407,Cacimba de Areia (PB),0.438,"0,259","0,571","0,485",0.59599999999999997,"0,771","0,497","0,553","0,324","0,615"
2503506,Cacimba de Dentro (PB),0.52900000000000003,"0,292","0,623","0,671",0.56399999999999995,"0,777","0,419","0,551","0,218","0,580"
2503555,Cacimbas (PB),0.55700000000000005,"0,302","0,679","0,691",0.52300000000000002,"0,672","0,425","0,501","0,234","0,573"
2503605,Caiçara (PB),0.501,"0,339","0,582","0,583",0.59199999999999997,"0,733","0,488","0,580","0,284","0,640"
2503704,Cajazeiras (PB),0.29599999999999999,"0,118","0,378","0,392",0.67900000000000005,"0,815","0,574","0,668","0,442","0,654"
2503753,Cajazeirinhas (PB),0.34599999999999997,"0,084","0,499","0,454",0.55000000000000004,"0,773","0,413","0,521","0,234","0,548"
2503803,Caldas Brandão (PB),0.434,"0,195","0,657","0,450",0.56799999999999995,"0,723","0,451","0,562","0,276","0,576"
2503902,Camalaú (PB),0.45700000000000002,"0,241","0,542","0,587",0.56699999999999995,"0,770","0,431","0,549","0,243","0,575"
2504009,Campina Grande (PB),0.28000000000000003,"0,123","0,352","0,365",0.72,"0,812","0,654","0,702","0,574","0,698"
2504033,Capim (PB),0.627,"0,483","0,757","0,641",0.53300000000000003,"0,728","0,400","0,520","0,230","0,528"
2504074,Caraúbas (PB),0.372,"0,105","0,521","0,489",0.58499999999999996,"0,710","0,485","0,580","0,264","0,658"
2504108,Carrapateira (PB),0.35499999999999998,"0,126","0,537","0,403",0.60299999999999998,"0,765","0,543","0,529","0,324","0,702"
2504157,Casserengue (PB),0.51400000000000001,"0,257","0,668","0,616",0.51400000000000001,"0,730","0,379","0,492","0,178","0,552"
2504207,Catingueira (PB),0.44800000000000001,"0,255","0,540","0,549",0.57399999999999995,"0,753","0,455","0,553","0,267","0,593"
2504306,Catolé do Rocha (PB),0.34699999999999998,"0,146","0,480","0,414",0.64,"0,787","0,539","0,617","0,361","0,658"
2504355,Caturité (PB),0.38700000000000001,"0,313","0,425","0,424",0.623,"0,782","0,502","0,617","0,359","0,593"
2504405,Conceição (PB),0.42,"0,169","0,547","0,543",0.59199999999999997,"0,754","0,476","0,577","0,319","0,582"
2504504,Condado (PB),0.41199999999999998,"0,184","0,545","0,508",0.59399999999999997,"0,769","0,476","0,573","0,282","0,619"
2504603,Conde (PB),0.47499999999999998,"0,416","0,596","0,413",0.61799999999999999,"0,797","0,500","0,591","0,366","0,585"
2504702,Congo (PB),0.42,"0,197","0,569","0,493",0.58099999999999996,"0,731","0,477","0,562","0,302","0,600"
2504801,Coremas (PB),0.442,"0,197","0,572","0,558",0.59199999999999997,"0,794","0,452","0,578","0,289","0,565"
2504850,Coxixola (PB),0.33500000000000002,"0,037","0,407","0,560",0.64100000000000001,"0,794","0,567","0,586","0,338","0,735"
2504900,Cruz do Espírito Santo (PB),0.51800000000000002,"0,360","0,613","0,581",0.55200000000000005,"0,778","0,408","0,531","0,242","0,530"
2505006,Cubati (PB),0.55300000000000005,"0,461","0,579","0,618",0.56599999999999995,"0,742","0,448","0,545","0,275","0,571"
2505204,Cuitegi (PB),0.48499999999999999,"0,172","0,665","0,617",0.56999999999999995,"0,732","0,450","0,563","0,261","0,590"
2505105,Cuité (PB),0.44700000000000001,"0,310","0,507","0,525",0.59099999999999997,"0,766","0,470","0,574","0,300","0,589"
2505238,Cuité de Mamanguape (PB),0.64400000000000002,"0,559","0,683","0,691",0.52400000000000002,"0,683","0,398","0,529","0,229","0,525"
2505303,Curral Velho (PB),0.434,"0,239","0,528","0,535",0.60599999999999998,"0,739","0,491","0,613","0,315","0,613"
2505279,Curral de Cima (PB),0.52600000000000002,"0,358","0,639","0,581",0.52900000000000003,"0,715","0,392","0,528","0,208","0,538"
2505352,Damião (PB),0.56000000000000005,"0,348","0,642","0,690",0.52100000000000002,"0,720","0,391","0,503","0,188","0,563"
2505402,Desterro (PB),0.44500000000000001,"0,278","0,525","0,531",0.57999999999999996,"0,724","0,490","0,551","0,308","0,618"
2505600,Diamante (PB),0.441,"0,231","0,515","0,576",0.59299999999999997,"0,748","0,496","0,562","0,343","0,596"
2505709,Dona Inês (PB),0.49199999999999999,"0,306","0,644","0,526",0.54500000000000004,"0,690","0,447","0,524","0,260","0,587"
2505808,Duas Estradas (PB),0.47899999999999998,"0,244","0,612","0,582",0.60299999999999998,"0,795","0,488","0,565","0,307","0,615"
2505907,Emas (PB),0.36,"0,112","0,452","0,516",0.59499999999999997,"0,773","0,492","0,554","0,328","0,603"
2506004,Esperança (PB),0.43099999999999999,"0,218","0,531","0,543",0.623,"0,767","0,526","0,598","0,326","0,669"
2506103,Fagundes (PB),0.58299999999999996,"0,588","0,573","0,587",0.56000000000000005,"0,749","0,432","0,543","0,247","0,572"
2506202,Frei Martinho (PB),0.33400000000000002,"0,144","0,493","0,365",0.64100000000000001,"0,770","0,542","0,631","0,327","0,698"
2506251,Gado Bravo (PB),0.58899999999999997,"0,498","0,631","0,637",0.51300000000000001,"0,737","0,373","0,491","0,193","0,519"
2506301,Guarabira (PB),0.318,"0,074","0,450","0,431",0.67300000000000004,"0,812","0,586","0,641","0,461","0,661"
2506400,Gurinhém (PB),0.54900000000000004,"0,445","0,649","0,552",0.55600000000000005,"0,728","0,435","0,544","0,262","0,561"
2506509,Gurjão (PB),0.38200000000000001,"0,090","0,495","0,560",0.625,"0,729","0,581","0,576","0,417","0,686"
2506608,Ibiara (PB),0.46300000000000002,"0,176","0,651","0,562",0.58599999999999997,"0,768","0,479","0,548","0,271","0,637"
2502607,Igaracy (PB),0.373,"0,168","0,451","0,499",0.61,"0,794","0,496","0,575","0,308","0,630"
2506707,Imaculada (PB),0.46100000000000002,"0,266","0,610","0,508",0.55700000000000005,"0,715","0,461","0,524","0,294","0,577"
2506806,Ingá (PB),0.52,"0,415","0,565","0,580",0.59199999999999997,"0,768","0,471","0,573","0,280","0,611"
2506905,Itabaiana (PB),0.44700000000000001,"0,262","0,525","0,553",0.61299999999999999,"0,727","0,536","0,592","0,386","0,631"
2507002,Itaporanga (PB),0.36899999999999999,"0,126","0,474","0,506",0.61499999999999999,"0,742","0,517","0,607","0,359","0,620"
2507101,Itapororoca (PB),0.49299999999999999,"0,266","0,616","0,597",0.56399999999999995,"0,757","0,437","0,543","0,252","0,575"
2507200,Itatuba (PB),0.52900000000000003,"0,368","0,684","0,534",0.56200000000000006,"0,742","0,436","0,549","0,248","0,579"
2507309,Jacaraú (PB),0.51300000000000001,"0,330","0,594","0,616",0.55800000000000005,"0,720","0,435","0,554","0,241","0,584"
2507408,Jericó (PB),0.373,"0,144","0,489","0,485",0.60299999999999998,"0,798","0,476","0,577","0,291","0,609"
2507507,João Pessoa (PB),0.28599999999999998,"0,238","0,329","0,292",0.76300000000000001,"0,832","0,693","0,770","0,663","0,709"
2507606,Juarez Távora (PB),0.46,"0,228","0,595","0,557",0.57899999999999996,"0,768","0,465","0,544","0,273","0,607"
2507705,Juazeirinho (PB),0.44700000000000001,"0,236","0,547","0,559",0.56699999999999995,"0,753","0,435","0,557","0,281","0,542"
2507804,Junco do Seridó (PB),0.41,"0,209","0,536","0,485",0.61699999999999999,"0,715","0,576","0,571","0,374","0,714"
2507903,Juripiranga (PB),0.53800000000000003,"0,399","0,651","0,563",0.54800000000000004,"0,677","0,448","0,544","0,263","0,585"
2508000,Juru (PB),0.45500000000000002,"0,277","0,567","0,520",0.56999999999999995,"0,758","0,443","0,552","0,257","0,581"
2508109,Lagoa (PB),0.504,"0,251","0,646","0,616",0.56299999999999994,"0,747","0,448","0,533","0,261","0,586"
2508307,Lagoa Seca (PB),0.41499999999999998,"0,336","0,451","0,459",0.627,"0,769","0,516","0,621","0,340","0,636"
2508208,Lagoa de Dentro (PB),0.52,"0,304","0,587","0,668",0.56999999999999995,"0,772","0,444","0,539","0,261","0,579"
2508406,Lastro (PB),0.51100000000000001,"0,334","0,517","0,683",0.53300000000000003,"0,747","0,380","0,532","0,191","0,537"
2508505,Livramento (PB),0.497,"0,337","0,528","0,625",0.56599999999999995,"0,732","0,473","0,523","0,285","0,609"
2508554,Logradouro (PB),0.46600000000000003,"0,282","0,635","0,480",0.58299999999999996,"0,776","0,470","0,544","0,287","0,602"
2508604,Lucena (PB),0.46800000000000003,"0,216","0,660","0,528",0.58299999999999996,"0,734","0,469","0,577","0,308","0,578"
2508802,Malta (PB),0.373,"0,117","0,520","0,481",0.64200000000000002,"0,800","0,533","0,620","0,328","0,680"
2508901,Mamanguape (PB),0.46200000000000002,"0,284","0,555","0,548",0.58499999999999996,"0,756","0,453","0,585","0,317","0,542"
2509008,Manaíra (PB),0.51300000000000001,"0,358","0,711","0,469",0.54300000000000004,"0,698","0,426","0,537","0,252","0,554"
2509057,Marcação (PB),0.56299999999999994,"0,485","0,657","0,547",0.52900000000000003,"0,691","0,408","0,525","0,255","0,516"
2509107,Mari (PB),0.47699999999999998,"0,284","0,556","0,592",0.54800000000000004,"0,692","0,429","0,553","0,255","0,557"
2509156,Marizópolis (PB),0.38400000000000001,"0,145","0,500","0,506",0.60799999999999998,"0,753","0,512","0,582","0,338","0,631"
2509206,Massaranduba (PB),0.48399999999999999,"0,324","0,556","0,573",0.56699999999999995,"0,747","0,441","0,552","0,221","0,624"
2509305,Mataraca (PB),0.46800000000000003,"0,173","0,681","0,549",0.53600000000000003,"0,675","0,427","0,533","0,280","0,527"
2509339,Matinhas (PB),0.499,"0,378","0,523","0,597",0.54100000000000004,"0,747","0,400","0,531","0,188","0,583"
2509370,Mato Grosso (PB),0.38600000000000001,"0,043","0,599","0,516",0.56499999999999995,"0,760","0,419","0,566","0,220","0,578"
2509396,Maturéia (PB),0.46300000000000002,"0,232","0,611","0,546",0.57199999999999995,"0,730","0,474","0,540","0,286","0,611"
2509404,Mogeiro (PB),0.57399999999999995,"0,540","0,590","0,592",0.57399999999999995,"0,732","0,481","0,538","0,302","0,607"
2509503,Montadas (PB),0.49199999999999999,"0,244","0,568","0,663",0.59,"0,748","0,505","0,545","0,290","0,666"
2509602,Monte Horebe (PB),0.40799999999999997,"0,229","0,542","0,452",0.58699999999999997,"0,755","0,463","0,579","0,271","0,605"
2509701,Monteiro (PB),0.38400000000000001,"0,207","0,506","0,440",0.628,"0,709","0,558","0,625","0,344","0,710"
2509800,Mulungu (PB),0.53600000000000003,"0,313","0,600","0,696",0.56499999999999995,"0,778","0,423","0,548","0,258","0,541"
2508703,Mãe D'Água (PB),0.44500000000000001,"0,160","0,583","0,593",0.54200000000000004,"0,712","0,429","0,520","0,284","0,528"
2509909,Natuba (PB),0.60599999999999998,"0,633","0,613","0,571",0.54100000000000004,"0,710","0,432","0,516","0,232","0,589"
2510006,Nazarezinho (PB),0.40899999999999997,"0,138","0,584","0,506",0.56200000000000006,"0,747","0,449","0,528","0,256","0,595"
2510105,Nova Floresta (PB),0.44800000000000001,"0,226","0,598","0,520",0.60099999999999998,"0,758","0,498","0,576","0,326","0,615"
2510204,Nova Olinda (PB),0.41399999999999998,"0,133","0,574","0,534",0.57299999999999995,"0,744","0,453","0,557","0,287","0,569"
2510303,Nova Palmeira (PB),0.40100000000000002,"0,300","0,447","0,457",0.59499999999999997,"0,762","0,488","0,567","0,307","0,616"
2510402,Olho D'Água (PB),0.42899999999999999,"0,204","0,545","0,537",0.57199999999999995,"0,776","0,452","0,533","0,288","0,567"
2510501,Olivedos (PB),0.41399999999999998,"0,239","0,471","0,533",0.60299999999999998,"0,766","0,540","0,531","0,379","0,644"
2510600,Ouro Velho (PB),0.40100000000000002,"0,181","0,555","0,467",0.61399999999999999,"0,764","0,518","0,585","0,404","0,587"
2510659,Parari (PB),0.35199999999999998,"0,160","0,505","0,390",0.58399999999999996,"0,733","0,467","0,583","0,267","0,618"
2510709,Passagem (PB),0.40600000000000003,"0,193","0,558","0,467",0.62,"0,790","0,534","0,566","0,358","0,652"
2510808,Patos (PB),0.29099999999999998,"0,068","0,393","0,411",0.70099999999999996,"0,821","0,628","0,667","0,493","0,709"
2510907,Paulista (PB),0.40100000000000002,"0,176","0,575","0,453",0.58699999999999997,"0,747","0,461","0,587","0,260","0,614"
2511004,Pedra Branca (PB),0.39600000000000002,"0,088","0,489","0,610",0.59899999999999998,"0,761","0,532","0,532","0,359","0,648"
2511103,Pedra Lavrada (PB),0.45500000000000002,"0,289","0,564","0,511",0.57399999999999995,"0,733","0,458","0,564","0,259","0,609"
2511202,Pedras de Fogo (PB),0.442,"0,297","0,495","0,533",0.59,"0,771","0,468","0,568","0,299","0,586"
2512721,Pedro Régis (PB),0.56799999999999995,"0,514","0,599","0,591",0.54200000000000004,"0,754","0,399","0,529","0,208","0,552"
2511301,Piancó (PB),0.41899999999999998,"0,260","0,500","0,498",0.621,"0,736","0,550","0,593","0,394","0,650"
2511400,Picuí (PB),0.40500000000000003,"0,231","0,490","0,494",0.60799999999999998,"0,745","0,506","0,596","0,323","0,634"
2511509,Pilar (PB),0.50800000000000001,"0,376","0,553","0,596",0.57899999999999996,"0,775","0,461","0,544","0,301","0,571"
2511608,Pilões (PB),0.52100000000000002,"0,364","0,599","0,601",0.56000000000000005,"0,767","0,409","0,559","0,271","0,503"
2511707,Pilõezinhos (PB),0.41699999999999998,"0,127","0,539","0,586",0.56399999999999995,"0,802","0,421","0,532","0,244","0,553"
2511806,Pirpirituba (PB),0.44600000000000001,"0,211","0,553","0,575",0.59499999999999997,"0,745","0,499","0,566","0,349","0,596"
2511905,Pitimbu (PB),0.53800000000000003,"0,402","0,654","0,558",0.56999999999999995,"0,753","0,456","0,538","0,304","0,559"
2512002,Pocinhos (PB),0.48099999999999998,"0,302","0,548","0,593",0.59099999999999997,"0,779","0,477","0,556","0,293","0,609"
2512101,Pombal (PB),0.36399999999999999,"0,107","0,524","0,462",0.63400000000000001,"0,787","0,515","0,629","0,351","0,624"
2512036,Poço Dantas (PB),0.435,"0,212","0,588","0,505",0.52500000000000002,"0,702","0,408","0,506","0,261","0,510"
2512077,Poço de José de Moura (PB),0.32100000000000001,"0,074","0,446","0,442",0.61199999999999999,"0,797","0,497","0,578","0,335","0,606"
2512200,Prata (PB),0.38500000000000001,"0,208","0,455","0,492",0.60799999999999998,"0,772","0,514","0,566","0,334","0,637"
2512309,Princesa Isabel (PB),0.37,"0,172","0,496","0,443",0.60599999999999998,"0,720","0,514","0,600","0,333","0,639"
2512408,Puxinanã (PB),0.39700000000000002,"0,247","0,451","0,493",0.61699999999999999,"0,754","0,542","0,574","0,355","0,670"
2512507,Queimadas (PB),0.39100000000000001,"0,230","0,457","0,487",0.60799999999999998,"0,796","0,489","0,578","0,346","0,581"
2512606,Quixabá (PB),0.47699999999999998,"0,406","0,504","0,522",0.622,"0,737","0,579","0,564","0,349","0,745"
2512705,Remígio (PB),0.42,"0,157","0,531","0,573",0.60699999999999998,"0,797","0,474","0,592","0,294","0,602"
2512788,Riacho de Santo Antônio (PB),0.41099999999999998,"0,290","0,542","0,402",0.59399999999999997,"0,735","0,502","0,569","0,318","0,630"
2512804,Riacho dos Cavalos (PB),0.44600000000000001,"0,201","0,549","0,588",0.56799999999999995,"0,752","0,447","0,546","0,262","0,583"
2512747,Riachão (PB),0.45800000000000002,"0,263","0,619","0,493",0.57399999999999995,"0,763","0,481","0,515","0,273","0,638"
2512754,Riachão do Bacamarte (PB),0.51300000000000001,"0,448","0,563","0,527",0.55300000000000005,"0,721","0,417","0,561","0,250","0,538"
2512762,Riachão do Poço (PB),0.52800000000000002,"0,430","0,542","0,611",0.55500000000000005,"0,748","0,426","0,537","0,255","0,551"
2512903,Rio Tinto (PB),0.505,"0,388","0,549","0,579",0.58499999999999996,"0,742","0,480","0,562","0,362","0,552"
2513000,Salgadinho (PB),0.55200000000000005,"0,473","0,602","0,581",0.56299999999999994,"0,739","0,454","0,531","0,279","0,580"
2513109,Salgado de São Félix (PB),0.52200000000000002,"0,377","0,568","0,620",0.56799999999999995,"0,770","0,448","0,531","0,244","0,608"
2513158,Santa Cecília (PB),0.53100000000000003,"0,432","0,573","0,587",0.52500000000000002,"0,699","0,402","0,515","0,204","0,565"
2513208,Santa Cruz (PB),0.35299999999999998,"0,135","0,503","0,422",0.61799999999999999,"0,779","0,523","0,578","0,312","0,677"
2513307,Santa Helena (PB),0.36799999999999999,"0,125","0,433","0,546",0.60899999999999999,"0,786","0,504","0,570","0,326","0,627"
2513356,Santa Inês (PB),0.47799999999999998,"0,207","0,592","0,634",0.57199999999999995,"0,706","0,492","0,540","0,316","0,613"
2513406,Santa Luzia (PB),0.35499999999999998,"0,187","0,425","0,454",0.68200000000000005,"0,804","0,635","0,620","0,451","0,754"
2513703,Santa Rita (PB),0.44400000000000001,"0,362","0,504","0,465",0.627,"0,774","0,534","0,597","0,419","0,602"
2513802,Santa Teresinha (PB),0.33,"0,044","0,441","0,504",0.627,"0,820","0,513","0,586","0,298","0,673"
2513505,Santana de Mangueira (PB),0.48399999999999999,"0,282","0,612","0,558",0.53500000000000003,"0,756","0,414","0,488","0,229","0,556"
2513604,Santana dos Garrotes (PB),0.497,"0,492","0,463","0,537",0.59399999999999997,"0,772","0,479","0,568","0,311","0,595"
2513653,Santarém (PB),0.36499999999999999,"0,163","0,479","0,453",0.622,"0,765","0,568","0,553","0,354","0,720"
2513851,Santo André (PB),0.495,"0,300","0,506","0,679",0.6,"0,797","0,476","0,568","0,277","0,624"
