"nr_caf";"ds_tipo_area";"ds_tipo_unidade_medida";"nr_area";"cd_municipio";"sg_uf";"nm_municipio";"ds_tipo_localizacao_area";"ds_condicao_dominio";"st_imovel_principal";"nr_latitude";"nr_longitude"
5242;Terra;ha;2.85;"4313201";RS;Nova Petrópolis;Rural;Arrendatário;false;-29.370961;-50.96248
5243;Terra;ha;5.00;"2607406";PE;Itacuruba;Rural;Uso Coletivo;true;-8.798787578081692;-38.749900460243225
5244;Terra;ha;2.00;"5300108";DF;Brasília;Rural;Parceiro/meeiro;true;-15.682343568599281;-48.1167675188415
5245;Terra;ha;1.38;"2614600";PE;Tabira;Rural;Proprietário;true;-7.531389;-37.471944
5246;Terra;ha;1.50;"2614600";PE;Tabira;Rural;Comodatário;true;-7.514683;-37.4744
6226;Terra;ha;2.59;"4309126";RS;Gramado dos Loureiros;Rural;Proprietário;true;-27.4611;-52.851486
6227;Terra;ha;6.51;"4104600";PR;Capitão Leônidas Marques;Rural;Parceiro/meeiro;false;-53.499094;-53.499094
6227;Terra;ha;7.86;"4104600";PR;Capitão Leônidas Marques;Rural;Parceiro/meeiro;false;-25.495097;-53.499097
6227;Terra;ha;24.00;"4104600";PR;Capitão Leônidas Marques;Rural;Parceiro/meeiro;true;-25.495097;-53.499094
6227;Terra;ha;6.88;"4104600";PR;Capitão Leônidas Marques;Rural;Parceiro/meeiro;false;-25.495092;-53.499094
6229;Terra;ha;3.00;"2612471";PE;Santa Cruz da Baixa Verde;Rural;Proprietário;true;-7.8846054684850015;-38.14848482608795
7226;Terra;ha;2.00;"2612307";PE;Saloá;Rural;Posseiro;true;-8.953498031028657;-36.65085732936859
7228;Terra;ha;7.00;"4305447";RS;Chuvisca;Rural;Comodatário;false;-30.761643;-52.013663
7228;Terra;ha;17.00;"4305447";RS;Chuvisca;Rural;Arrendatário;false;-30.765953;-52.020857
7228;Terra;ha;6.10;"4305447";RS;Chuvisca;Rural;Proprietário;true;-30.767983;-52.026828
7228;Terra;ha;6.50;"4305447";RS;Chuvisca;Rural;Posseiro;false;-30.771739;-52.020086
7228;Terra;ha;9.00;"4305447";RS;Chuvisca;Rural;Comodatário;false;-30.767822;-52.022133
7228;Terra;ha;5.17;"4305447";RS;Chuvisca;Rural;Parceiro/meeiro;false;-30.762841;-52.018808
7228;Terra;ha;7.00;"4305447";RS;Chuvisca;Rural;Arrendatário;false;-30.763678;-52.025715
7232;Terra;ha;47.20;"4219507";SC;Xanxerê;Rural;Proprietário;true;-26.819574;-52.3601349
7234;Terra;ha;1.02;"2600807";PE;Altinho;Rural;Posseiro;true;-8.451483;-36.016619
7235;Terra;ha;1.00;"2405108";RN;Jandaíra;Rural;Comodatário;true;-5.264;-36.149484
7236;Terra;ha;10.00;"2607406";PE;Itacuruba;Rural;Posseiro;true;-8.739167;38.714722
7237;Terra;ha;3.40;"2510006";PB;Nazarezinho;Rural;Posseiro;true;-6.89222692385628;-38.354392647743225
7240;Terra;ha;15.35;"2607703";PE;Itapetim;Rural;Parceiro/meeiro;true;-7.446936;-37.119325
8226;Terra;ha;14.79;"4303509";RS;Camaquã;Rural;Proprietário;true;-30.6788;-51.9396
8227;Terra;ha;3.00;"4316972";RS;Santa Margarida do Sul;Rural;Proprietário;true;-30.337824575853553;-54.10396993160248
8229;Terra;ha;2.00;"2510006";PB;Nazarezinho;Rural;Comodatário;true;-6.990379144065141;-38.277488350868225
8230;Terra;ha;1.32;"2603108";PE;Cachoeirinha;Rural;Posseiro;true;-8.445302456315295;-36.34567859888076
8231;Terra;ha;1.00;"2605608";PE;Flores;Rural;Comodatário;true;7.862982;37.871751
8233;Terra;ha;11.00;"2607109";PE;Ingazeira;Rural;Posseiro;true;-7.684978353379429;-37.43466808997631
8234;Terra;ha;13.50;"2409803";RN;Pedro Velho;Rural;Posseiro;true;-6.455943781542378;-35.26206314563751
8235;Terra;ha;15.27;"2607703";PE;Itapetim;Rural;Posseiro;true;-7.438783;-37.054244
8236;Terra;ha;2.00;"3200201";ES;Alegre;Rural;Parceiro/meeiro;true;-20.71100618992328;-41.42926096916199
8237;Terra;ha;1.31;"3146305";MG;Padre Paraíso;Rural;Proprietário;true;-17.047891822152508;-41.465240120887756
8238;Terra;ha;69.54;"2400505";RN;Alexandria;Rural;Proprietário;true;-6.2863305556;-37.9436444444
8243;Terra;ha;5.30;"4316808";RS;Santa Cruz do Sul;Rural;Proprietário;true;-29.439212;-52.365894
8244;Terra;ha;3.60;"4316808";RS;Santa Cruz do Sul;Rural;Proprietário;true;-29.817508095377416;-52.35430061817169
8245;Terra;ha;6.80;"3201159";ES;Brejetuba;Rural;Parceiro/meeiro;true;-20.225077740505967;-41.27498
8247;Terra;ha;24.20;"4215406";SC;Salto Veloso;Rural;Proprietário;true;-26.869860702444228;-51.46212011575699
8249;Terra;ha;10.09;"1301308";AM;Codajás;Rural;Proprietário;true;-3.7908313633096693;-62.052811452362064
8250;Terra;ha;1.00;"2613602";PE;São José do Egito;Rural;Proprietário;true;-7.57138;-37.316558
8251;Terra;ha;14.70;"5006606";MS;Ponta Porã;Rural;Assentado da reforma agrária;true;-22.197635;-55.666363
8252;Terra;ha;4.64;"5000906";MS;Antônio João;Rural;Proprietário;true;-22.138212;-55.921284
8254;Terra;ha;4.00;"5003157";MS;Coronel Sapucaia;Rural;Arrendatário;true;-23.282032;-55.544194
8254;Terra;ha;2.50;"5003157";MS;Coronel Sapucaia;Rural;Arrendatário;false;-23.482033024855717;-55.262351632118225
8255;Terra;ha;7.50;"5004007";MS;Glória de Dourados;Rural;Proprietário;true;-22.37346219792;-54.28452551364899
8255;Terra;ha;19.92;"5003801";MS;Fátima do Sul;Rural;Proprietário;false;-22.35972532466629;-54.31373835782786
8255;Terra;ha;7.50;"5004007";MS;Glória de Dourados;Rural;Proprietário;false;-22.392419290638276;-54.29617702960968
8257;Terra;ha;10.33;"5004601";MS;Itaquiraí;Rural;Assentado da reforma agrária;true;-23.48518189230373;-54.146981835365295
8258;Terra;ha;17.16;"5004304";MS;Iguatemi;Rural;Assentado da reforma agrária;true;-23.350422268739962;-54.46545660495758
8260;Terra;ha;10.45;"5004502";MS;Itaporã;Rural;Proprietário;true;-22.017219;-54.767336
8260;Terra;ha;39.14;"5004502";MS;Itaporã;Rural;Comodatário;false;-22.017217;-54.767334
8260;Terra;ha;5.22;"5004502";MS;Itaporã;Rural;Proprietário;false;-22.017218;-54.767335
8262;Terra;ha;33.82;"5005806";MS;Nioaque;Rural;Assentado da reforma agrária;true;20522973;55472155
8263;Terra;ha;45.82;"4215406";SC;Salto Veloso;Rural;Proprietário;true;-26.881376081719868;-51.388185024261475
8265;Terra;ha;2.42;"5008404";MS;Vicentina;Rural;Proprietário;false;-22.42018696367638;-54.38720762042341
8265;Terra;ha;15.19;"5008404";MS;Vicentina;Rural;Proprietário;true;-22.440651259862115;-54.35967692887135
8265;Terra;ha;4.20;"5008404";MS;Vicentina;Rural;Proprietário;false;-22.419701499263798;-54.38677047040979
8267;Terra;ha;5.62;"5008305";MS;Três Lagoas;Rural;Proprietário;true;-20.78938820764694;-51.790671944618225
8268;Terra;ha;7.14;"5002100";MS;Bela Vista;Rural;Proprietário;true;-21.972957048104476;-56.457635164260864
8270;Terra;ha;15.00;"5005152";MS;Juti;Rural;Assentado da reforma agrária;true;-22.763376;-54.70288
8271;Terra;ha;20.00;"5001102";MS;Aquidauana;Rural;Proprietário;true;-20.46914;-55.69335
8272;Terra;ha;12.09;"5002308";MS;Brasilândia;Rural;Proprietário;true;-21.36754098517226;-51.99696600437164
8272;Terra;ha;23.45;"5002308";MS;Brasilândia;Rural;Proprietário;false;-21.33485240512361;-51.99806034564972
8274;Terra;ha;35.00;"5004502";MS;Itaporã;Rural;Arrendatário;false;-21.968127236956647;-54.729772210121155
8274;Terra;ha;5.92;"5004502";MS;Itaporã;Rural;Arrendatário;true;-22.029047137037278;-54.748461842536926
8274;Terra;ha;50.00;"5004502";MS;Itaporã;Rural;Arrendatário;false;-21.957715;-54.732539
8275;Terra;ha;4.84;"4104600";PR;Capitão Leônidas Marques;Rural;Proprietário;false;-25.476122;-53.490531
8275;Terra;ha;8.99;"4104600";PR;Capitão Leônidas Marques;Rural;Proprietário;true;-25.475372;-53.493892
8275;Terra;ha;4.83;"4104600";PR;Capitão Leônidas Marques;Rural;Proprietário;false;-25.477211;-53.469181
8275;Terra;ha;6.50;"4104600";PR;Capitão Leônidas Marques;Rural;Proprietário;false;-25.49035;-53.518164
8275;Terra;ha;14.53;"4104600";PR;Capitão Leônidas Marques;Rural;Proprietário;false;-25.496936;-53.494728
8275;Terra;ha;9.68;"4104600";PR;Capitão Leônidas Marques;Rural;Proprietário;false;-25.504336;-53.487336
8278;Terra;ha;1.00;"2610509";PE;Passira;Rural;Comodatário;true;-7.98142335778398;-35.594503
8279;Terra;ha;1.54;"2902807";BA;Barra da Estiva;Rural;Posseiro;true;-13.57390046;-41.31801604
8280;Terra;ha;1.50;"2610509";PE;Passira;Rural;Comodatário;true;-8.04527778;-35.56166667
8281;Terra;ha;1.60;"2505238";PB;Cuité de Mamanguape;Rural;Posseiro;true;-6.907525563699132;-35.29975943797096
8285;Terra;ha;24.91;"5003702";MS;Dourados;Rural;Assentado da reforma agrária;true;-22.082696;-55.343321
8286;Terra;ha;45.60;"2607109";PE;Ingazeira;Rural;Comodatário;true;-7.72888889;-37.40583333
8288;Terra;ha;3.00;"4123808";PR;Santa Izabel do Oeste;Rural;Comodatário;true;-25.747035;-53.454884
8290;Terra;ha;32.46;"1100346";RO;Alvorada D'Oeste;Rural;Proprietário;true;-11.150412;-62.172655
8290;Terra;ha;22.93;"1100346";RO;Alvorada D'Oeste;Rural;Proprietário;false;-11.110038;-62.185375
8291;Terra;ha;10.00;"4312955";RS;Nova Boa Vista;Rural;Arrendatário;false;-28.00805;-52.929903
8291;Terra;ha;12.00;"4312955";RS;Nova Boa Vista;Rural;Parceiro/meeiro;false;-27.999714;-52.966258
8291;Terra;ha;10.50;"4312955";RS;Nova Boa Vista;Rural;Arrendatário;false;-28.004939;-52.928017
8291;Terra;ha;17.00;"4312955";RS;Nova Boa Vista;Rural;Parceiro/meeiro;true;-28.01257;-52.935681
8292;Terra;ha;2.40;"2510006";PB;Nazarezinho;Rural;Uso Coletivo;true;-6.94675846295264;-38.277488350868225
8293;Terra;ha;5.00;"5300108";DF;Brasília;Rural;Parceiro/meeiro;true;-15.622203;-47.549484
8295;Terra;ha;1.50;"3204104";ES;Pinheiros;Rural;Comodatário;true;-18.35556;-40.10035
8296;Terra;ha;1.00;"2611002";PE;Petrolândia;Rural;Uso Coletivo;true;-9.087978;-38.231764
8297;Terra;ha;30.00;"5005103";MS;Jateí;Rural;Proprietário;true;-22.564147;-54.22284
8298;Terra;ha;1.80;"3201159";ES;Brejetuba;Rural;Parceiro/meeiro;true;-20.231912044917923;-41.31958
8299;Terra;ha;8.00;"4316808";RS;Santa Cruz do Sul;Rural;Comodatário;true;-29.587723511599098;-52.52491056919098
8300;Terra;ha;31.11;"4314506";RS;Pinheiro Machado;Rural;Assentado da reforma agrária;true;-31.679297695431533;-53.44333112239838
8303;Terra;ha;20.40;"4312385";RS;Monte Belo do Sul;Rural;Proprietário;true;-29.150349967366;-51.648875260629
8304;Terra;ha;14.00;"5300108";DF;Brasília;Rural;Arrendatário;true;-15.829116944775446;-47.635865807533264
8306;Terra;ha;13.80;"4312385";RS;Monte Belo do Sul;Rural;Proprietário;true;-29.149197222222;-51.651113888889
8307;Terra;ha;6.00;"4301958";RS;Barra Funda;Rural;Arrendatário;false;-27.907767;-53.048553
8307;Terra;ha;16.10;"4301958";RS;Barra Funda;Rural;Proprietário;true;-27.887365;-53.040508
8307;Terra;ha;9.60;"4301958";RS;Barra Funda;Rural;Proprietário;false;-27.888794;-53.0417715
8307;Terra;ha;2.40;"4301958";RS;Barra Funda;Rural;Proprietário;false;-27.887722;-53.039133
9309;Terra;ha;15.00;"2500700";PB;São João do Rio do Peixe;Rural;Proprietário;true;-6.785222;-38.373077
9310;Terra;ha;47.00;"2107902";MA;Passagem Franca;Rural;Comodatário;true;-6.134207896825667;-43.665295243263245
9311;Terra;ha;2.76;"3204351";ES;Rio Bananal;Rural;Proprietário;true;-19.309998959620803;-40.31423717737198
9313;Terra;ha;0.05;"2411205";RN;Santa Cruz;Periurbano;Posseiro;true;-6.229739608822228;-36.031864523887634
9314;Terra;ha;110.00;"5003900";MS;Figueirão;Rural;Proprietário;true;-18.523689431850727;-53.85617136955261
9314;Terra;ha;75.72;"5003900";MS;Figueirão;Rural;Proprietário;false;-18.536918907270355;-53.86477053165436
9315;Terra;ha;10.93;"2614709";PE;Tacaimbó;Rural;Proprietário;false;-8.42823413785277;-36.272294306909494
9315;Terra;ha;3.33;"2603108";PE;Cachoeirinha;Rural;Proprietário;true;-8.435475964246605;-36.283428719787
9317;Terra;ha;2.00;"2603900";PE;Carnaíba;Rural;Comodatário;true;-7.81146835833811;-37.796836495399475
9318;Terra;ha;0.77;"2613602";PE;São José do Egito;Rural;Posseiro;true;-7.549444;-37.418333
9319;Terra;ha;4.27;"4311700";RS;Machadinho;Rural;Beneficiário/a do PNCF;true;-27.612913;-51.729208
9320;Terra;ha;4.00;"2615706";PE;Triunfo;Rural;Comodatário;true;-7.827608;-38.058947
9321;Terra;ha;8.70;"4303202";RS;Cacique Doble;Rural;Proprietário;false;-27.894808184402144;-51.700807213783264
9321;Terra;ha;13.30;"4303202";RS;Cacique Doble;Rural;Proprietário;true;-27.897287759519376;-51.693543791770935
9322;Terra;ha;5.97;"3200136";ES;Águia Branca;Rural;Proprietário;true;-18.969973477414577;-40.77979356050491
9323;Terra;ha;12.60;"3139508";MG;Manhumirim;Rural;Parceiro/meeiro;true;-20.31893912490791;-41.88706576824188
9324;Terra;ha;6.79;"4312385";RS;Monte Belo do Sul;Rural;Parceiro/meeiro;true;-29.0929919;-51.6563138435
9325;Terra;ha;4.48;"5300108";DF;Brasília;Rural;Assentado da reforma agrária;true;155349.92;474327
9326;Terra;ha;2.00;"5300108";DF;Brasília;Rural;Parceiro/meeiro;true;-15.960385414631581;-47.687031626701355
9327;Terra;ha;9.60;"2607406";PE;Itacuruba;Rural;Posseiro;true;-8.668819718658144;-38.627334237098694
9328;Terra;ha;2.20;"4315909";RS;Rodeio Bonito;Rural;Proprietário;true;-27.48373;-53.183505
9328;Terra;ha;1.16;"4315909";RS;Rodeio Bonito;Rural;Proprietário;false;-27.483605;-53.182001
9330;Terra;ha;1.00;"2612307";PE;Saloá;Rural;Comodatário;true;-9.013368685976229;-36.70561999082565
9331;Terra;ha;1.00;"2412906";RN;São Tomé;Rural;Comodatário;true;-5.887969404584366;-36.18194282054901
9333;Terra;ha;0.90;"4309126";RS;Gramado dos Loureiros;Rural;Proprietário;false;-27.42958;-52.916202
9333;Terra;ha;4.10;"4309126";RS;Gramado dos Loureiros;Rural;Proprietário;false;-27.430827;-52.918681
9333;Terra;ha;12.05;"4309126";RS;Gramado dos Loureiros;Rural;Proprietário;true;-27.43126;-52.916594
9333;Terra;ha;12.15;"4309126";RS;Gramado dos Loureiros;Rural;Proprietário;false;-27.42858;-52.912801
9334;Terra;ha;7.30;"2500700";PB;São João do Rio do Peixe;Rural;Proprietário;true;-6.911791;-38.39357
9335;Terra;ha;1.20;"2615706";PE;Triunfo;Rural;Posseiro;true;-7.886823;-38.086839
9337;Terra;ha;6.30;"4315909";RS;Rodeio Bonito;Rural;Proprietário;false;-27.44643;-53.145394
9337;Terra;ha;11.65;"4315909";RS;Rodeio Bonito;Rural;Proprietário;true;-27.448241;-53.147449
9338;Terra;ha;8.38;"5300108";DF;Brasília;Rural;Assentado da reforma agrária;true;152939.84;475021.49
9340;Terra;ha;12.57;"2409803";RN;Pedro Velho;Rural;Posseiro;true;-6.447288082951431;-35.17824947834015
9341;Terra;ha;6.00;"4301073";RS;Arroio do Padre;Rural;Posseiro;true;-31.451176823437244;-52.36579120159149
9343;Terra;ha;1.00;"2606507";PE;Iati;Rural;Comodatário;true;-9.084842729389054;-36.82464838027954
9344;Terra;ha;0.50;"3200102";ES;Afonso Cláudio;Rural;Parceiro/meeiro;true;-15.79081872417382;-47.879539132118225
9347;Terra;ha;3.40;"4315909";RS;Rodeio Bonito;Periurbano;Proprietário;true;-27.483753;-53.165612
9348;Terra;ha;9.10;"4311700";RS;Machadinho;Rural;Proprietário;true;-27.508863;-51.683813
9349;Terra;ha;7.65;"4303509";RS;Camaquã;Rural;Proprietário;true;-30.68778010996029;-51.776466965675354
9350;Terra;ha;5.70;"4308201";RS;Flores da Cunha;Rural;Proprietário;true;-29.104322;-51.324719
9350;Terra;ha;12.00;"4307906";RS;Farroupilha;Rural;Proprietário;false;-29.132962;-51.287724
9352;Terra;ha;11.61;"4303202";RS;Cacique Doble;Rural;Proprietário;false;-27.844910673178124;-51.756704449653625
9352;Terra;ha;7.38;"4303202";RS;Cacique Doble;Rural;Proprietário;true;-27.844275069170305;-51.70492104322822
9352;Terra;ha;2.61;"4303202";RS;Cacique Doble;Rural;Proprietário;false;-27.843018080129163;-51.706252098083496
9357;Terra;ha;17.00;"4313706";RS;Palmeira das Missões;Rural;Arrendatário;false;-27.847437;-53.205827
9357;Terra;ha;8.00;"4313706";RS;Palmeira das Missões;Rural;Arrendatário;false;-27.879033;-53.192908
9357;Terra;ha;4.97;"4301958";RS;Barra Funda;Rural;Arrendatário;false;-27.910458362140258;-53.02123017658234
9357;Terra;ha;6.00;"4313706";RS;Palmeira das Missões;Rural;Arrendatário;false;-27.881466;-53.166283
9357;Terra;ha;8.00;"4313706";RS;Palmeira das Missões;Rural;Arrendatário;false;-27.84347658492023;-53.205303915344246
9357;Terra;ha;0.55;"4301958";RS;Barra Funda;Rural;Proprietário;true;-27.914079545132893;-53.02173721097565
9359;Terra;ha;82.57;"1301308";AM;Codajás;Rural;Posseiro;true;-3.801233;-62.486308
9360;Terra;ha;4.00;"4312955";RS;Nova Boa Vista;Rural;Proprietário;true;-28.024912;-53.007139
9360;Terra;ha;4.73;"4312955";RS;Nova Boa Vista;Rural;Arrendatário;false;-28.024911;-53.007139
9360;Terra;ha;1.00;"4312955";RS;Nova Boa Vista;Rural;Proprietário;false;-28.027297;-53.004067
9361;Terra;ha;2.00;"2615706";PE;Triunfo;Rural;Comodatário;true;-7.827584;-38.058745
9362;Terra;ha;12.10;"4312385";RS;Monte Belo do Sul;Rural;Proprietário;true;-29.178422;-51.6478
9363;Terra;ha;13.26;"4104600";PR;Capitão Leônidas Marques;Rural;Proprietário;true;-25.500317;-53.615206
9364;Terra;ha;92.56;"5007901";MS;Sidrolândia;Rural;Proprietário;true;-20.74855938086979;-55.1651269197464
9365;Terra;ha;12.14;"4316105";RS;Ronda Alta;Rural;Proprietário;true;-27.763977;-52.845827
9366;Terra;ha;28.01;"5007554";MS;Santa Rita do Pardo;Rural;Assentado da reforma agrária;true;-21.39887;-52.89363
9367;Terra;ha;1.37;"2614402";PE;Solidão;Rural;Posseiro;true;-7.605244;-37.699831
9368;Terra;ha;2.51;"2614402";PE;Solidão;Rural;Posseiro;true;-7.601428;-37.679069
9369;Terra;ha;0.93;"2614402";PE;Solidão;Rural;Posseiro;true;-7.630556;-37.751944
9370;Terra;ha;4.48;"2614402";PE;Solidão;Rural;Posseiro;true;-7.596911;-37.702019
9371;Terra;ha;1.00;"2600609";PE;Alagoinha;Rural;Uso Coletivo;true;-8.4653;-36.709571
9372;Terra;ha;0.58;"2614402";PE;Solidão;Rural;Posseiro;true;-7.571311;-37.702233
9373;Terra;ha;1.00;"2614402";PE;Solidão;Rural;Comodatário;true;-7.6008436352030255;-37.677314374343865
9374;Terra;ha;1.00;"2614402";PE;Solidão;Rural;Comodatário;true;-7.610556;-37.686111
9375;Terra;ha;14.30;"2500700";PB;São João do Rio do Peixe;Rural;Proprietário;true;-6.894895;-38.409508
9376;Terra;ha;7.00;"2510006";PB;Nazarezinho;Rural;Posseiro;true;-6.990379144065141;-38.321433663368225
9379;Terra;ha;1.10;"2607703";PE;Itapetim;Rural;Posseiro;true;-7.443258;-37.159572
9380;Terra;ha;6.00;"4316808";RS;Santa Cruz do Sul;Rural;Comodatário;true;-29.726343600023828;-52.323294281959534
9381;Terra;ha;5.20;"4320206";RS;Seberi;Rural;Proprietário;true;-27.452776;-53.357049
9383;Terra;ha;2.00;"5300108";DF;Brasília;Rural;Arrendatário;true;-15.933569;-47.575602
9384;Terra;ha;2.00;"2615706";PE;Triunfo;Rural;Comodatário;true;-7.892484;-38.08567
9385;Terra;ha;0.22;"2603108";PE;Cachoeirinha;Rural;Posseiro;true;-8.425131850559957;-36.28297241152055
9387;Terra;ha;5.80;"2513307";PB;Santa Helena;Rural;Parceiro/meeiro;true;-6.747208677350876;-38.49749137529174
9388;Terra;ha;2.50;"4312385";RS;Monte Belo do Sul;Rural;Proprietário;true;-29.1264;-51.647355
9389;Terra;ha;1.50;"2902807";BA;Barra da Estiva;Rural;Comodatário;true;-13.6664378;-41.23762621
9390;Terra;ha;16.94;"4123808";PR;Santa Izabel do Oeste;Rural;Arrendatário;true;-25.766125;-53.410235
9391;Terra;ha;32.09;"4303202";RS;Cacique Doble;Rural;Proprietário;true;-27.684156656264893;-51.63834
9392;Terra;ha;42.42;"2107902";MA;Passagem Franca;Rural;Comodatário;true;-6.020625333128394;-43.9035639166832
9393;Terra;ha;4.82;"2605103";PE;Custódia;Rural;Proprietário;true;-8.070833;-37.522222
9394;Terra;ha;2.00;"2603900";PE;Carnaíba;Rural;Comodatário;true;7.801667;37.722222
9395;Terra;ha;4.10;"2500700";PB;São João do Rio do Peixe;Rural;Proprietário;true;-6.72834;-38.421267
9397;Terra;ha;16.00;"2510006";PB;Nazarezinho;Rural;Proprietário;true;-7.012187959337853;-38.299461007118225
9398;Terra;ha;20.00;"2607703";PE;Itapetim;Rural;Parceiro/meeiro;true;-7.409511;-37.083231
9405;Terra;ha;19.00;"4303202";RS;Cacique Doble;Rural;Parceiro/meeiro;true;-27.828080140799784;-51.733497977256775
9406;Terra;ha;18.90;"2500700";PB;São João do Rio do Peixe;Rural;Proprietário;true;-6.803871;-38.443869
9407;Terra;ha;5.00;"3204559";ES;Santa Maria de Jetibá;Rural;Proprietário;true;-20.030298;-40.625599
9408;Terra;ha;3.70;"4313805";RS;Palmitinho;Rural;Arrendatário;true;-27.301990737980987;-53.618887066841125
9410;Terra;ha;2.00;"2615706";PE;Triunfo;Rural;Comodatário;true;-7.891741;-38.087144
9411;Terra;ha;71.00;"2404853";RN;Itajá;Rural;Proprietário;true;-5.651225492388924;-36.79678827524185
9412;Terra;ha;12.10;"4126108";PR;São Tomé;Rural;Proprietário;false;-23.576968;-52.548484
9412;Terra;ha;18.15;"4105508";PR;Cianorte;Rural;Proprietário;true;-23.724454118979452;-52.61054
9412;Terra;ha;43.56;"4105508";PR;Cianorte;Rural;Parceiro/meeiro;false;-23.726124948917846;-52.61513
9414;Terra;ha;1.00;"2607703";PE;Itapetim;Rural;Comodatário;true;-7.343614;-37.205539
9415;Terra;ha;3.60;"2500700";PB;São João do Rio do Peixe;Rural;Proprietário;true;-6.629213;-38.380801
9416;Terra;ha;5.00;"2510006";PB;Nazarezinho;Rural;Comodatário;true;-6.924946603339218;-38.299461007118225
9417;Terra;ha;10.00;"4305447";RS;Chuvisca;Rural;Posseiro;true;-30.782786;-52.072989
9419;Terra;ha;2.09;"2607703";PE;Itapetim;Rural;Proprietário;true;-7.397614;-37.160033
9420;Terra;ha;0.60;"2600609";PE;Alagoinha;Rural;Posseiro;true;-8.497503598659096;-36.734644174575806
9421;Terra;ha;2.00;"2615805";PE;Tupanatinga;Rural;Comodatário;true;-8.442711474766515;-37.255759835243225
9423;Terra;ha;18.40;"3204559";ES;Santa Maria de Jetibá;Rural;Proprietário;false;-41.01;-20.11
9423;Terra;ha;7.10;"3200102";ES;Afonso Cláudio;Rural;Proprietário;true;-20.198456322657186;-41.01782809279464
9424;Terra;ha;5.00;"4315909";RS;Rodeio Bonito;Rural;Proprietário;true;-27.422246;-53.167075
9425;Terra;ha;4.30;"5008305";MS;Três Lagoas;Rural;Proprietário;true;-20.418416422513225;-52.09524214267731
9426;Terra;ha;2.00;"3200201";ES;Alegre;Rural;Parceiro/meeiro;true;-20.81323335381116;-41.49939805269241
9428;Terra;ha;23.10;"4311700";RS;Machadinho;Rural;Proprietário;false;-27.509076;-51.632808
9428;Terra;ha;21.32;"4311700";RS;Machadinho;Rural;Proprietário;true;-27.514925;-51.632751
9429;Terra;ha;11.50;"3203163";ES;Laranja da Terra;Rural;Proprietário;true;-19.868468314019175;-40.97368
9430;Terra;ha;12.00;"4312385";RS;Monte Belo do Sul;Rural;Parceiro/meeiro;true;-29.177175;-51.6225
9431;Terra;ha;15.00;"3204104";ES;Pinheiros;Rural;Arrendatário;true;-18.32309;-39.99433
9433;Terra;ha;8.50;"4104600";PR;Capitão Leônidas Marques;Rural;Parceiro/meeiro;true;-25.436156;-53.586133
9434;Terra;ha;3.90;"4320206";RS;Seberi;Rural;Proprietário;true;-27.586986;-53.320216
9438;Terra;ha;9.94;"4316808";RS;Santa Cruz do Sul;Rural;Proprietário;true;-29.666465879991648;-52.38617581738088
9439;Terra;ha;0.80;"4320206";RS;Seberi;Rural;Proprietário;true;-27.550803;-53.334589
9439;Terra;ha;10.35;"4320206";RS;Seberi;Rural;Proprietário;false;-27.551694;-53.335001
9441;Terra;ha;6.00;"2615805";PE;Tupanatinga;Rural;Comodatário;true;-8.76417915753688;-37.395835518836975
9445;Terra;ha;10.00;"4316808";RS;Santa Cruz do Sul;Rural;Proprietário;true;-29.494111556292406;-52.405155301094055
9446;Terra;ha;7.25;"4320206";RS;Seberi;Rural;Arrendatário;true;-27.491674;-53.31235
9449;Terra;ha;10.68;"4104600";PR;Capitão Leônidas Marques;Rural;Proprietário;true;-25.438878;-53.568664
9450;Terra;ha;13.00;"5006606";MS;Ponta Porã;Rural;Assentado da reforma agrária;true;-22.248955168440627;-55.51864206790924
9452;Terra;ha;15.05;"4305447";RS;Chuvisca;Rural;Proprietário;true;-30.729989;-51.942433
9453;Terra;ha;7.00;"4305447";RS;Chuvisca;Rural;Proprietário;true;-30.797909;-52.021449
9454;Terra;ha;13.45;"4305447";RS;Chuvisca;Rural;Posseiro;true;-30.828233;-51.991837
9455;Terra;ha;4.00;"3153509";MG;Alto Jequitibá;Rural;Comodatário;true;-20.390711553217532;-41.857969164848306
9455;Terra;ha;2.50;"3153509";MG;Alto Jequitibá;Rural;Parceiro/meeiro;false;-20.4710163;-41.93032896
9460;Terra;ha;5.00;"3203056";ES;Jaguaré;Rural;Proprietário;true;-18.914920953061;-40.045695010912
9460;Terra;ha;4.00;"3203056";ES;Jaguaré;Rural;Arrendatário;false;-18.5502;-40.0015
9461;Terra;ha;17.00;"2611804";PE;Ribeirão;Rural;Posseiro;true;-8.516737639218697;-35.478206276893616
9465;Terra;ha;3.80;"4315909";RS;Rodeio Bonito;Rural;Proprietário;true;-27.442011;-53.160982
9466;Terra;ha;23.00;"2411700";RN;São Bento do Trairí;Rural;Posseiro;true;-6.402664786549553;-36.05918767440795
9467;Terra;ha;2.50;"2510006";PB;Nazarezinho;Rural;Posseiro;true;-6.9576640135788566;-38.387351632118225
9469;Terra;ha;58.54;"5003702";MS;Dourados;Rural;Assentado da reforma agrária;true;-22.016416;-55.628603
9470;Terra;ha;6.00;"2615805";PE;Tupanatinga;Rural;Comodatário;true;-8.731670319468567;-37.384849190711975
9471;Terra;ha;21.00;"2513307";PB;Santa Helena;Rural;Parceiro/meeiro;true;-6.6914683944452875;-38.653308749198914
9472;Terra;ha;3.60;"4312385";RS;Monte Belo do Sul;Rural;Proprietário;true;-29.116425;-51.666625
