"nr_caf";"ds_tipo_area";"ds_tipo_unidade_medida";"nr_area";"cd_municipio";"sg_uf";"nm_municipio";"ds_tipo_localizacao_area";"ds_condicao_dominio";"st_imovel_principal";"nr_latitude";"nr_longitude"
9473;Terra;ha;1.18;"2615805";PE;Tupanatinga;Rural;Proprietário;true;-8.742462423719518;-37.316184639930725
9474;Terra;ha;6.00;"2500700";PB;São João do Rio do Peixe;Rural;Comodatário;true;-6.798906;-38.426404
9475;Terra;ha;1.00;"2603108";PE;Cachoeirinha;Rural;Comodatário;true;-8.45127382179587;-36.31050341829118
9477;Terra;ha;2.00;"2600807";PE;Altinho;Rural;Comodatário;true;-8.47459444;-36.0739
9478;Terra;ha;9.97;"2602001";PE;Bodocó;Rural;Uso Coletivo;true;-7.510279587633685;-40.11256193489197
9479;Terra;ha;65.00;"2107902";MA;Passagem Franca;Rural;Comodatário;true;-6.096315926186948;-43.794406056404114
9480;Terra;ha;7.50;"4315909";RS;Rodeio Bonito;Rural;Proprietário;true;-27.481775;-53.150828
9482;Terra;ha;21.78;"4320206";RS;Seberi;Rural;Proprietário;true;-27.524083;-53.399616
9483;Terra;ha;2.40;"2513307";PB;Santa Helena;Rural;Proprietário;true;-6.710632960552852;-38.64759296178818
9484;Terra;ha;1.00;"2612307";PE;Saloá;Rural;Comodatário;true;-9.008547312557782;-36.718685030937195
9486;Terra;ha;5.90;"4310504";RS;Iraí;Rural;Proprietário;true;-27.18170905709203;-53.23226273059845
9487;Terra;ha;2.83;"2600609";PE;Alagoinha;Rural;Posseiro;true;-8.47668081260911;-36.71283364360487
9488;Terra;ha;10.00;"2614600";PE;Tabira;Rural;Proprietário;true;-7.506325;-37.596906
9490;Lâmina dágua;ha;0.01;"2513307";PB;Santa Helena;Rural;Permissionário de áreas públicas;true;-6.687991;-38.523992
9492;Terra;ha;4.67;"2603108";PE;Cachoeirinha;Rural;Posseiro;true;-8.43361111;-36.29333333
9493;Terra;ha;16.95;"2613602";PE;São José do Egito;Rural;Posseiro;true;-7.419014;-37.24253
9494;Terra;ha;0.60;"2612307";PE;Saloá;Rural;Comodatário;true;-8.9620760469663;-36.698734760284424
9495;Terra;ha;1.54;"4320206";RS;Seberi;Rural;Proprietário;true;-27.586907;-53.321315
9496;Terra;ha;2.70;"2615805";PE;Tupanatinga;Rural;Proprietário;true;-8.776394262871944;-37.3367840051651
9497;Terra;ha;10.44;"2614600";PE;Tabira;Rural;Posseiro;true;-7.522227;-37.576378
9498;Terra;ha;17.80;"4123808";PR;Santa Izabel do Oeste;Rural;Proprietário;true;-25.821223;-53.426488
9501;Terra;ha;3.18;"4316808";RS;Santa Cruz do Sul;Rural;Proprietário;true;-29.70643761838991;-52.32382535934448
9503;Terra;ha;3.00;"2513307";PB;Santa Helena;Rural;Proprietário;true;-6.791114411652399;-38.52491945028305
9504;Terra;ha;1.00;"2612307";PE;Saloá;Rural;Comodatário;true;-9.030010334795719;-36.72311872243881
9505;Terra;ha;2.00;"2510006";PB;Nazarezinho;Rural;Comodatário;true;-6.94675846295264;-38.321433663368225
9509;Terra;ha;2.00;"2500601";PB;Alhandra;Rural;Arrendatário;true;-7.396650597761445;-34.89679992198944
9510;Terra;ha;3.22;"2600807";PE;Altinho;Rural;Proprietário;true;-8.44016111;-36.11929722
9511;Terra;ha;15.69;"5003108";MS;Corguinho;Rural;Assentado da reforma agrária;true;-19.806983;-54.982603
9512;Terra;ha;19.80;"5007901";MS;Sidrolândia;Rural;Assentado da reforma agrária;true;-21.208209068728806;-54.88774359226227
9513;Terra;ha;52.60;"2513307";PB;Santa Helena;Rural;Parceiro/meeiro;true;-6.71596059769904;-38.61730545759201
9514;Terra;ha;1.00;"2413300";RN;Serra de São Bento;Rural;Comodatário;true;-6.425112755168722;-35.669952034950256
9515;Terra;ha;0.53;"2612307";PE;Saloá;Rural;Proprietário;true;-8.927331970153537;-36.681324541568756
9517;Terra;ha;4.50;"3203163";ES;Laranja da Terra;Rural;Parceiro/meeiro;true;-19.903859862430267;-41.02337
9518;Terra;ha;2.00;"2614600";PE;Tabira;Rural;Comodatário;true;-7.581297;-37.443156
9520;Terra;ha;5.00;"4320206";RS;Seberi;Rural;Proprietário;true;-27.440664;-53.346856
9521;Terra;ha;10.00;"4304952";RS;Caseiros;Rural;Arrendatário;true;-28.25321787774912;-51.710302233695984
9521;Terra;ha;10.00;"4309902";RS;Ibiraiaras;Rural;Arrendatário;false;-28.33942957634989;-51.67053043842316
9522;Terra;ha;8.00;"2602803";PE;Buíque;Rural;Proprietário;true;-8.650106;-37.178342
9525;Terra;ha;10.38;"4320701";RS;Sobradinho;Rural;Proprietário;true;-29.434045;-53.083256
9527;Terra;ha;14.75;"4316808";RS;Santa Cruz do Sul;Rural;Proprietário;true;-29.617053226352372;-52.45047390460968
9528;Terra;ha;18.15;"4216255";SC;São João do Oeste;Rural;Proprietário;true;-27.115158;-53.537996
9529;Terra;ha;13.58;"4312385";RS;Monte Belo do Sul;Rural;Parceiro/meeiro;true;-29.092466;-51.655666
9532;Terra;ha;3.00;"2511608";PB;Pilões;Rural;Proprietário;true;-6.879682;-35.599789
9538;Terra;ha;6.09;"4104600";PR;Capitão Leônidas Marques;Rural;Parceiro/meeiro;true;-25.49753484460417;-53.55821992034346
9539;Terra;ha;6.66;"4315909";RS;Rodeio Bonito;Rural;Proprietário;true;-27.44691;-53.171341
9542;Terra;ha;2.50;"2511608";PB;Pilões;Rural;Parceiro/meeiro;true;-6.867223118844064;-35.651667
9543;Terra;ha;45.44;"5007406";MS;Rio Verde de Mato Grosso;Rural;Proprietário;false;-18.825721872417603;-54.70085799694061
9543;Terra;ha;113.28;"5007406";MS;Rio Verde de Mato Grosso;Rural;Proprietário;true;-18.808635399192102;-54.705103550270586
9543;Terra;ha;11.54;"5007406";MS;Rio Verde de Mato Grosso;Rural;Proprietário;false;-18.818294275594273;-54.70135655938362
9546;Terra;ha;5.46;"2613602";PE;São José do Egito;Rural;Posseiro;true;-7.475522;-37.302849
9550;Terra;ha;90.41;"5206909";GO;Davinópolis;Rural;Comodatário;true;-18.101481012025214;-47.66365349292755
9552;Terra;ha;8.90;"4315909";RS;Rodeio Bonito;Rural;Beneficiário/a do PNCF;true;-27.407807;-53.160986
9564;Terra;ha;0.29;"2508307";PB;Lagoa Seca;Rural;Proprietário;true;-7.152033012356873;-35.9185391664505
9564;Terra;ha;0.55;"2508307";PB;Lagoa Seca;Rural;Proprietário;false;-7.151674065825782;-35.9190970659256
9565;Terra;ha;1.00;"2511608";PB;Pilões;Rural;Comodatário;true;-6.8791888888889;-35.658127777778
9567;Terra;ha;16.64;"2607703";PE;Itapetim;Rural;Posseiro;true;-7.346219;-37.198814
9569;Terra;ha;70.48;"2107902";MA;Passagem Franca;Rural;Proprietário;true;-6.16182;-43.84993
9571;Terra;ha;18.50;"2510006";PB;Nazarezinho;Rural;Posseiro;true;-6.531462;-38.190227
9572;Terra;ha;10.00;"3139508";MG;Manhumirim;Rural;Comodatário;false;-20.312997150504064;-41.85579350189261
9572;Terra;ha;2.90;"3139508";MG;Manhumirim;Rural;Arrendatário;false;-20.315296366465287;-41.84518039226532
9572;Terra;ha;2.20;"3139508";MG;Manhumirim;Rural;Arrendatário;false;-20.326805588741152;-41.85058236122131
9572;Terra;ha;1.00;"3139508";MG;Manhumirim;Rural;Parceiro/meeiro;true;-20.314284281967623;-41.844826340675354
9573;Terra;ha;0.50;"2602704";PE;Buenos Aires;Rural;Posseiro;true;-7.70206633085096;-35.337422490119934
9574;Terra;ha;2.50;"2512804";PB;Riacho dos Cavalos;Rural;Proprietário;true;-6.366079;-37.665773
9574;Terra;ha;3.33;"2512804";PB;Riacho dos Cavalos;Rural;Proprietário;false;6.533333;37.665277
9576;Terra;ha;8.00;"4303509";RS;Camaquã;Rural;Arrendatário;true;-30.763189167885614;-51.81730091571808
9577;Terra;ha;0.85;"2513307";PB;Santa Helena;Rural;Posseiro;true;-6.735629728432574;-38.64131659269333
9579;Terra;ha;13.61;"5004007";MS;Glória de Dourados;Rural;Proprietário;true;-22.37737109402228;-54.148247838020325
9580;Terra;ha;70.00;"3135209";MG;Januária;Rural;Posseiro;false;-15.390119;-44.627052
9580;Terra;ha;13.00;"3108255";MG;Bonito de Minas;Rural;Posseiro;true;-15.38393;-44.639626
9580;Terra;ha;69.00;"3135209";MG;Januária;Rural;Proprietário;false;-15.3854442;-44.642842
9581;Terra;ha;0.29;"2107902";MA;Passagem Franca;Rural;Proprietário;true;-6.1870942659086525;-43.82793366909027
9582;Terra;ha;14.00;"4301057";RS;Arroio do Sal;Rural;Proprietário;true;-29.51584912643792;-49.90157604217529
9585;Terra;ha;3.30;"2607703";PE;Itapetim;Rural;Proprietário;true;-7.472633;-37.097782
9587;Terra;ha;0.04;"2603108";PE;Cachoeirinha;Rural;Posseiro;true;-8.46972222;-36.24277778
9588;Terra;ha;2.26;"2413557";RN;Serrinha dos Pintos;Rural;Proprietário;true;-6.13277778;-37.99194444
9589;Terra;ha;5.00;"2510006";PB;Nazarezinho;Rural;Comodatário;true;-6.924946603339218;-38.343406319618225
9591;Terra;ha;15.01;"2607703";PE;Itapetim;Rural;Posseiro;true;-7.407619;-37.156572
9592;Terra;ha;3.00;"3102050";MG;Alto Caparaó;Rural;Proprietário;true;-20.4624599409054;-41.883514523506165
9593;Terra;ha;2.01;"2614501";PE;Surubim;Rural;Posseiro;true;-7.9034388888889;-35.712716666667
9594;Terra;ha;8.30;"5007950";MS;Tacuru;Rural;Assentado da reforma agrária;true;-23.65070613699477;-55.012412667274475
9595;Terra;ha;2.00;"2604106";PE;Caruaru;Rural;Posseiro;true;-8.22390844961259;-35.882746
9596;Terra;ha;1.10;"2510006";PB;Nazarezinho;Rural;Posseiro;true;-6.560706;-38.181531
9597;Terra;ha;3.50;"2900801";BA;Alcobaça;Rural;Proprietário;false;-17.3112;-39.1613
9597;Terra;ha;29.00;"2900801";BA;Alcobaça;Rural;Proprietário;true;-17.3113;-39.1614
9598;Terra;ha;1.00;"2600609";PE;Alagoinha;Rural;Arrendatário;true;-8.458701632271561;-36.731916187683545
9601;Terra;ha;27.50;"5107008";MT;Poxoréu;Rural;Proprietário;true;-16.077543382819215;-54.15580754265995
9602;Terra;ha;5.00;"2510006";PB;Nazarezinho;Rural;Comodatário;true;-6.9031337351731406;-38.321433663368225
9603;Terra;ha;14.08;"5004601";MS;Itaquiraí;Rural;Assentado da reforma agrária;true;-23.459792008404754;-54.083574414253235
9604;Terra;ha;11.11;"4309126";RS;Gramado dos Loureiros;Rural;Proprietário;true;-27.45108168497584;-52.93281018733978
9606;Terra;ha;7.50;"4104451";PR;Cantagalo;Rural;Proprietário;true;-25.191256;-52.079161
9608;Terra;ha;19.40;"4303509";RS;Camaquã;Rural;Proprietário;true;-30.752693241571063;-51.840577125549316
9609;Terra;ha;18.53;"2614402";PE;Solidão;Rural;Posseiro;true;-7.533343226815776;-37.652991388252254
9610;Terra;ha;27.30;"5006606";MS;Ponta Porã;Rural;Assentado da reforma agrária;true;-22.217997291682828;-55.58840914189788
9611;Terra;ha;0.41;"5008404";MS;Vicentina;Rural;Comodatário;true;-22.461048448372946;-54.48601305484772
9612;Terra;ha;10.00;"5002704";MS;Campo Grande;Rural;Posseiro;true;-20.387002203923853;-54.638877511024475
9614;Terra;ha;8.42;"2614402";PE;Solidão;Rural;Posseiro;true;-7.531662698802731;-37.65188631813812
9615;Terra;ha;6.65;"4306551";RS;Dom Pedro de Alcântara;Rural;Proprietário;false;-29.332866;-49.831386
9615;Terra;ha;30.00;"4306551";RS;Dom Pedro de Alcântara;Rural;Arrendatário;false;-29.323768890381473;-49.86745954049594
9615;Terra;ha;3.30;"4321501";RS;Torres;Rural;Proprietário;false;-29.3267;-49.831443
9615;Terra;ha;7.26;"4306551";RS;Dom Pedro de Alcântara;Rural;Proprietário;true;-29.326246;-49.836246
9617;Terra;ha;1.00;"2614402";PE;Solidão;Rural;Comodatário;true;-7.605329385813573;-37.59224666004943
9618;Terra;ha;13.32;"5004304";MS;Iguatemi;Rural;Proprietário;true;-23.169142;-54.502128
9621;Terra;ha;8.00;"3200102";ES;Afonso Cláudio;Rural;Proprietário;true;-20.172845;-41.093028
9622;Terra;ha;10.97;"4309126";RS;Gramado dos Loureiros;Rural;Proprietário;true;-27.432051687797156;-52.92737066745758
9623;Terra;ha;2.70;"2500700";PB;São João do Rio do Peixe;Rural;Proprietário;true;-6.601298;-38.404624
9624;Terra;ha;1.20;"2603108";PE;Cachoeirinha;Rural;Posseiro;true;-8.515649149623687;-36.29690387413088
9625;Terra;ha;5.60;"4311700";RS;Machadinho;Rural;Proprietário;true;-27.554665;-51.689115
9626;Terra;ha;1.50;"4320206";RS;Seberi;Rural;Proprietário;true;-27.492467;-53.375161
9626;Terra;ha;9.50;"4320206";RS;Seberi;Rural;Proprietário;false;-27.502076;-53.37085
9627;Terra;ha;0.60;"2615805";PE;Tupanatinga;Rural;Proprietário;true;-8.689522587821578;-37.294211983680725
9629;Terra;ha;14.00;"2612307";PE;Saloá;Rural;Posseiro;true;-8.961692175724831;-36.78628474473953
9630;Terra;ha;15.00;"4318622";RS;São José dos Ausentes;Rural;Arrendatário;true;-28.514791645939688;-49.94978265801764
9631;Terra;ha;8.10;"3201159";ES;Brejetuba;Rural;Proprietário;true;-20.21519107144725;-41.285072
9632;Terra;ha;12.45;"4301958";RS;Barra Funda;Rural;Proprietário;true;-27.93681579425325;-52.97690033912659
9633;Terra;ha;13.64;"4320206";RS;Seberi;Rural;Proprietário;true;272647.39;531911.32
9633;Terra;ha;6.25;"4320206";RS;Seberi;Rural;Proprietário;false;272645.87;531916.02
9633;Terra;ha;20.74;"4320206";RS;Seberi;Rural;Proprietário;false;272656.46;531917.3
9635;Terra;ha;8.07;"2603108";PE;Cachoeirinha;Rural;Proprietário;true;-8.53613690189767;-36.265568628311165
9636;Terra;ha;2.50;"2615805";PE;Tupanatinga;Rural;Comodatário;true;-8.777327344674413;-37.355108857154846
9637;Terra;ha;14.50;"2411205";RN;Santa Cruz;Rural;Posseiro;true;-6.205930692408697;-35.9629887342453
9639;Terra;ha;1.25;"4218707";SC;Tubarão;Rural;Proprietário;true;-28.499474128429096;-48.98685157299042
9640;Terra;ha;3.50;"3201001";ES;Boa Esperança;Rural;Comodatário;false;-18.49476;-40.3872
9640;Terra;ha;3.00;"3204104";ES;Pinheiros;Rural;Comodatário;true;-18.43593;-40.23288
9640;Terra;ha;7.00;"3204104";ES;Pinheiros;Rural;Parceiro/meeiro;false;-18.4434;-40.28536
9640;Terra;ha;2.00;"3201001";ES;Boa Esperança;Rural;Arrendatário;false;-18.49549;-40.38635
9641;Terra;ha;3.60;"2513307";PB;Santa Helena;Rural;Parceiro/meeiro;true;-6.701618465776777;-38.63699018955231
9642;Terra;ha;7.00;"2611002";PE;Petrolândia;Rural;Posseiro;true;-8.9630555555556;-38.355
9644;Terra;ha;3.02;"4104600";PR;Capitão Leônidas Marques;Rural;Proprietário;false;-25.431933378341324;-53.56453013624573
9644;Terra;ha;30.62;"4104600";PR;Capitão Leônidas Marques;Rural;Proprietário;true;-25.4331348294166;-53.56632185186768
9644;Terra;ha;5.91;"4104600";PR;Capitão Leônidas Marques;Rural;Proprietário;false;-25.431914;-53.564219
9645;Terra;ha;0.67;"2603108";PE;Cachoeirinha;Rural;Posseiro;true;-8.528857059434277;-36.29460537254089
9647;Terra;ha;10.80;"4320206";RS;Seberi;Rural;Proprietário;true;-27.504796;-53.291818
9648;Terra;ha;1.00;"2600609";PE;Alagoinha;Rural;Comodatário;true;-8.434061;-36.743528
9652;Terra;ha;3.30;"4315909";RS;Rodeio Bonito;Rural;Proprietário;false;-27.427228;-53.134505
9652;Terra;ha;2.26;"4315909";RS;Rodeio Bonito;Rural;Proprietário;true;-27.425275;-53.132724
9652;Terra;ha;8.62;"4315909";RS;Rodeio Bonito;Rural;Proprietário;false;-27.425776;-53.132769
9653;Terra;ha;4.96;"2902807";BA;Barra da Estiva;Rural;Posseiro;true;-13.629944;-41.367522
9655;Terra;ha;9.00;"4320206";RS;Seberi;Rural;Usufrutuário;false;-27.420106520255175;-53.36758273277458
9655;Terra;ha;5.50;"4320206";RS;Seberi;Rural;Proprietário;true;-27.419968;-53.365789
9656;Terra;ha;1.00;"2411205";RN;Santa Cruz;Rural;Comodatário;true;-6.18565;-35.916261
9657;Terra;ha;2.00;"2615805";PE;Tupanatinga;Rural;Arrendatário;true;-8.711826;-37.359499
9658;Terra;ha;5.70;"4104451";PR;Cantagalo;Rural;Proprietário;false;-25.425208;-52.112026
9658;Terra;ha;12.37;"4104451";PR;Cantagalo;Rural;Proprietário;false;-25.427541;-52.110924
9658;Terra;ha;15.18;"4104451";PR;Cantagalo;Rural;Proprietário;true;-25.423618;-52.108702
9659;Terra;ha;4.90;"4309126";RS;Gramado dos Loureiros;Rural;Proprietário;true;-27.42376671904421;-52.88443386554718
9661;Terra;ha;17.18;"5003108";MS;Corguinho;Rural;Assentado da reforma agrária;true;-19.821695;-54.972573
9662;Terra;ha;6.40;"3112109";MG;Caparaó;Rural;Comodatário;true;-20.503478368164686;41.86500654087764
9663;Lâmina dágua;ha;0.00;"2605707";PE;Floresta;Rural;Uso Coletivo;true;-8.786483085358569;-38.48691523075104
9664;Terra;ha;7.26;"4104451";PR;Cantagalo;Rural;Arrendatário;false;-25.44189;-52.13761
9664;Terra;ha;6.41;"4104451";PR;Cantagalo;Rural;Proprietário;true;-25.441964;-52.135439
9665;Terra;ha;6.69;"4123808";PR;Santa Izabel do Oeste;Rural;Proprietário;true;-15.790448;-53.367089
9666;Terra;ha;10.44;"5007901";MS;Sidrolândia;Rural;Assentado da reforma agrária;true;-21.076849;-54.550292
9667;Terra;ha;7.87;"4320206";RS;Seberi;Rural;Proprietário;true;-27.415772;-53.348656
9667;Terra;ha;11.00;"4320206";RS;Seberi;Rural;Proprietário;false;-27.424972;-53.349186
9668;Terra;ha;6.00;"4312385";RS;Monte Belo do Sul;Rural;Proprietário;true;-29.14723;-51.68044
9669;Terra;ha;4.80;"3203205";ES;Linhares;Rural;Comodatário;true;-19.347959655654734;-40.299713015556335
9670;Terra;ha;10.30;"4309753";RS;Ibarama;Rural;Proprietário;false;-29.415579;-53.133442
9670;Terra;ha;0.20;"4309753";RS;Ibarama;Urbano;Proprietário;false;-29.419016;-53.13472
9670;Terra;ha;15.00;"4309753";RS;Ibarama;Rural;Proprietário;true;-29.404667;-53.170119
9670;Terra;ha;3.50;"4309753";RS;Ibarama;Rural;Proprietário;false;-29.406262;-53.176097
9670;Terra;ha;8.00;"4309753";RS;Ibarama;Rural;Proprietário;false;-29.408475;-53.175107
9672;Terra;ha;10.45;"4305447";RS;Chuvisca;Rural;Arrendatário;true;-30.751832;-52.033117
9676;Terra;ha;5.00;"3153400";MG;Presidente Olegário;Rural;Comodatário;true;-18.543911248787655;-46.295380890369394
9678;Terra;ha;9.00;"5007802";MS;Selvíria;Rural;Assentado da reforma agrária;true;-20.2041018396394;-51.73420608043671
9680;Terra;ha;34.90;"5007695";MS;São Gabriel do Oeste;Rural;Assentado da reforma agrária;true;-19.282476588163597;-54.60225731134415
9682;Terra;ha;7.50;"4315909";RS;Rodeio Bonito;Rural;Proprietário;true;-27.432359;-53.148229
9685;Terra;ha;16.64;"4104600";PR;Capitão Leônidas Marques;Rural;Comodatário;true;-25.412975;-53.630561
9686;Terra;ha;33.09;"5005681";MS;Mundo Novo;Rural;Proprietário;true;-23.886710951446645;-54.3251234292984
9687;Terra;ha;9.68;"4301958";RS;Barra Funda;Rural;Proprietário;true;-27.896813657770885;-53.00053060054779
9689;Terra;ha;20.14;"5007901";MS;Sidrolândia;Rural;Assentado da reforma agrária;true;-21.06258554635911;-54.9248868227005
9690;Terra;ha;1.50;"4218707";SC;Tubarão;Rural;Parceiro/meeiro;true;-28.494808716071695;-49.13002252578735
9691;Terra;ha;5.47;"2613602";PE;São José do Egito;Rural;Posseiro;true;-7.525335;-37.341962
9692;Terra;ha;76.00;"2803104";SE;Itabi;Rural;Proprietário;true;-10.092596;-37.16302
9693;Terra;ha;28.60;"2504207";PB;Catingueira;Rural;Assentado da reforma agrária;true;-7.142007970911044;-37.611286640167236
9696;Terra;ha;2.00;"2512804";PB;Riacho dos Cavalos;Rural;Proprietário;true;-6.496666;-37.62138
9697;Terra;ha;25.54;"4303202";RS;Cacique Doble;Rural;Proprietário;true;-27.821699225638422;-51.7065954208374
9698;Terra;ha;3.40;"2602001";PE;Bodocó;Rural;Proprietário;true;-7.77638889;-40.01472222
9700;Terra;ha;28.60;"2504207";PB;Catingueira;Rural;Assentado da reforma agrária;true;-7.142564824945213;-37.611088156700134
9701;Terra;ha;11.00;"4123808";PR;Santa Izabel do Oeste;Rural;Proprietário;true;-25.756808;-53.455998
9702;Terra;ha;1.00;"2513307";PB;Santa Helena;Rural;Parceiro/meeiro;true;-6.771927369716554;-38.52524936199188
9703;Terra;ha;0.30;"2612307";PE;Saloá;Rural;Posseiro;true;-8.965300842040904;-36.66710041720292
9704;Terra;ha;3.90;"3200201";ES;Alegre;Rural;Proprietário;true;-20.714250752630374;-41.59190744161606
9705;Terra;ha;1.00;"2615805";PE;Tupanatinga;Rural;Arrendatário;true;-8.690508308009056;-37.2928386926651
9706;Terra;ha;2.40;"4312385";RS;Monte Belo do Sul;Rural;Proprietário;true;-29.115425;-51.658158
9706;Terra;ha;3.55;"4312385";RS;Monte Belo do Sul;Rural;Proprietário;false;-29.113352;-51.657115
9708;Terra;ha;30.85;"4104600";PR;Capitão Leônidas Marques;Rural;Proprietário;true;-25.510069;-53.493869
9710;Terra;ha;4.50;"2612307";PE;Saloá;Rural;Proprietário;true;-8.955296006068158;-36.63634121417999
9711;Terra;ha;0.86;"2900306";BA;Acajutiba;Rural;Posseiro;true;-11.658845868852556;-38.013816475868225
9713;Terra;ha;30.00;"4303509";RS;Camaquã;Rural;Comodatário;true;-30.94482913387169;-51.72509729862213
9714;Terra;ha;1.00;"2510006";PB;Nazarezinho;Rural;Posseiro;true;-6.94675846295264;-38.310447335243225
9717;Terra;ha;6.81;"4104600";PR;Capitão Leônidas Marques;Rural;Proprietário;true;-25.441258;-53.543214
9718;Terra;ha;29.70;"5003801";MS;Fátima do Sul;Rural;Comodatário;true;-22.369940128991413;-54.350627012811714
9719;Terra;ha;6.00;"4303202";RS;Cacique Doble;Rural;Comodatário;true;-27.717558272728052;-51.67348086833954
9719;Terra;ha;7.00;"4303202";RS;Cacique Doble;Rural;Proprietário;false;-27.7139736689093;-51.668094992637634
9720;Terra;ha;1.00;"2511608";PB;Pilões;Rural;Parceiro/meeiro;true;-6.8570361111111;-35.590033333333
9721;Terra;ha;3.53;"4312385";RS;Monte Belo do Sul;Rural;Arrendatário;true;-29.141958;-51.6910972
9723;Terra;ha;4.00;"2500700";PB;São João do Rio do Peixe;Rural;Proprietário;true;-6.83305556;-38.40305556
9724;Terra;ha;1.70;"2515203";PB;São Sebastião do Umbuzeiro;Rural;Posseiro;true;-8.04854305688848;-37.02142596244812
9725;Terra;ha;4.00;"2500700";PB;São João do Rio do Peixe;Rural;Proprietário;true;-6.80694444;-38.455
9726;Terra;ha;2.00;"2602001";PE;Bodocó;Rural;Comodatário;true;-7.533055;-40.031666
9727;Terra;ha;0.71;"2515104";PB;São Sebastião de Lagoa de Roça;Rural;Proprietário;true;-7.07719999999999;-35.829961111111004
9728;Terra;ha;13.30;"4305447";RS;Chuvisca;Rural;Posseiro;true;-30.785365;-52.02099
9729;Terra;ha;3.00;"4104451";PR;Cantagalo;Rural;Comodatário;false;-25.377958;-52.155124
9729;Terra;ha;1.82;"4104451";PR;Cantagalo;Rural;Proprietário;true;-25.37885972257119;-52.1553236246109
9729;Terra;ha;3.00;"4104451";PR;Cantagalo;Rural;Comodatário;false;-25.378885;-52.150696
9731;Terra;ha;4.20;"2803104";SE;Itabi;Rural;Proprietário;true;-10.139166;-37.211111
9732;Terra;ha;1.00;"2600807";PE;Altinho;Rural;Comodatário;true;8.489864;-36.016342
9733;Terra;ha;5.00;"5003488";MS;Dois Irmãos do Buriti;Rural;Proprietário;true;-20.681348395937988;-55.27716815471649
9733;Terra;ha;36.00;"5003488";MS;Dois Irmãos do Buriti;Rural;Arrendatário;false;-20.678397354111937;-55.28333723545066
9733;Terra;ha;5.00;"5003488";MS;Dois Irmãos do Buriti;Rural;Proprietário;false;-20.681528696986344;-55.27684360742569
9734;Terra;ha;1.00;"2608107";PE;João Alfredo;Rural;Posseiro;true;-7.846538996286078;-35.5448055267334
9735;Terra;ha;3.00;"4315909";RS;Rodeio Bonito;Rural;Arrendatário;false;-27.435266;-53.176458
9735;Terra;ha;0.60;"4315909";RS;Rodeio Bonito;Rural;Proprietário;false;-27.436523;-53.17374
9735;Terra;ha;2.30;"4315909";RS;Rodeio Bonito;Rural;Proprietário;true;-27.436662;-53.172957
9736;Terra;ha;43.29;"4320677";RS;Sinimbu;Rural;Proprietário;true;-29.491629;-52.563807
9737;Terra;ha;2.00;"2607653";PE;Itambé;Rural;Posseiro;true;-7.4127466101934125;-35.16121931920111
9738;Terra;ha;10.00;"2101806";MA;Benedito Leite;Rural;Arrendatário;true;-7.142533340811285;-44.584319302307925
9740;Terra;ha;8.80;"2515203";PB;São Sebastião do Umbuzeiro;Rural;Posseiro;true;-8.091410292753974;-37.009066343307495
9741;Terra;ha;29.80;"2612307";PE;Saloá;Rural;Proprietário;true;-8.988719998853616;-36.77190466891203
9742;Terra;ha;3.00;"2514909";PB;São Mamede;Rural;Proprietário;true;-6.583048888;-37.0917711111
9743;Terra;ha;25.06;"5006606";MS;Ponta Porã;Rural;Assentado da reforma agrária;true;-22.033777954663098;-55.60485899448395
9744;Terra;ha;9.10;"2803104";SE;Itabi;Rural;Proprietário;true;-10.114924;-37.141621
9744;Terra;ha;9.00;"2803104";SE;Itabi;Rural;Posseiro;false;-10.10867;-37.16308
9744;Terra;ha;5.00;"2803104";SE;Itabi;Rural;Posseiro;false;-10.11305556;-37.14111111
9745;Terra;ha;2.00;"2606507";PE;Iati;Rural;Comodatário;true;-9.232556087052586;-36.942681670188904
9748;Terra;ha;80.00;"2515203";PB;São Sebastião do Umbuzeiro;Rural;Posseiro;true;-8.149079952817454;-37.12541788816452
9749;Terra;ha;2.00;"2607653";PE;Itambé;Rural;Posseiro;true;-7.495802762902167;-35.07634699344635
9750;Terra;ha;40.00;"2606507";PE;Iati;Rural;Posseiro;true;-9.107971194116057;-36.87658667564392
9751;Terra;ha;24.00;"2510006";PB;Nazarezinho;Rural;Proprietário;true;-6.94675846295264;-38.299461007118225
9752;Terra;ha;2.00;"3200201";ES;Alegre;Rural;Parceiro/meeiro;true;-20.70491702981443;-41.44586652517319
9753;Terra;ha;3.41;"3201001";ES;Boa Esperança;Rural;Proprietário;false;-18.417888;-40.396208
9753;Terra;ha;2.88;"3204104";ES;Pinheiros;Rural;Proprietário;true;-18.442206;-40.295311
9755;Terra;ha;6.00;"3553500";SP;Tapiraí;Rural;Arrendatário;true;-23.948965;-47.51277
9756;Terra;ha;4.80;"3200102";ES;Afonso Cláudio;Rural;Proprietário;true;-20.168252141574886;-41.238828217212024
9758;Terra;ha;21.00;"2107902";MA;Passagem Franca;Rural;Comodatário;true;-6.18793690636837;-43.74598681926727
9759;Terra;ha;1.00;"2606507";PE;Iati;Rural;Comodatário;true;-9.099674634991358;-36.874092221260106
9760;Terra;ha;6.00;"3204351";ES;Rio Bananal;Rural;Parceiro/meeiro;true;-19.31065751890351;-40.30177295207977
9760;Terra;ha;4.80;"3204351";ES;Rio Bananal;Rural;Parceiro/meeiro;false;-19.310601830151505;-40.298999547958374
