Cod_IBGE,Região,UF,Município,Cadinsan_absoluto_com_PBF,Cadinsan_absoluto_sem_PBF,Cadastros_Cadunico,Cadinsan_proporcional_com_PBF,Cadinsan_proporcional_sem_PBF
2922250,Nordeste,Bahia,Muquém do São Francisco,102,192,1788,"5,7%","10,7%"
2929370,Nordeste,Bahia,São José do Jacuípe,102,309,1367,"7,5%","22,6%"
3136801,Sudeste,Minas Gerais,Juramento,102,187,773,"13,2%","24,2%"
3150158,Sudeste,Minas Gerais,Piedade de Caratinga,102,161,1301,"7,8%","12,4%"
3204658,Sudeste,Espírito Santo,São Domingos do Norte,102,192,1160,"8,8%","16,6%"
3541901,Sudeste,São Paulo,Queluz,102,199,968,"10,5%","20,6%"
4106803,Sul,Paraná,Cruz Machado,102,296,1727,"5,9%","17,1%"
4123501,Sul,Paraná,Santa Helena,102,156,1848,"5,5%","8,4%"
4125605,Sul,Paraná,São Mateus do Sul,102,313,3741,"2,7%","8,4%"
2101970,Nordeste,Maranhão,Boa Vista do Gurupi,101,192,1151,"8,8%","16,7%"
2309904,Nordeste,Ceará,Pacujá,101,343,1315,"7,7%","26,1%"
2413003,Nordeste,Rio Grande do Norte,São Vicente,101,233,1138,"8,9%","20,5%"
2512721,Nordeste,Paraíba,Pedro Régis,101,239,928,"10,9%","25,8%"
2517407,Nordeste,Paraíba,Zabelê,101,138,675,"15,0%","20,4%"
2931509,Nordeste,Bahia,Teofilândia,101,753,3366,"3,0%","22,4%"
3521705,Sudeste,São Paulo,Itaberá,101,259,1900,"5,3%","13,6%"
4205902,Sul,Santa Catarina,Gaspar,101,151,2166,"4,7%","7,0%"
5003454,Centro-Oeste,Mato Grosso do Sul,Deodápolis,101,178,1228,"8,2%","14,5%"
5103452,Centro-Oeste,Mato Grosso,Denise,101,147,843,"12,0%","17,4%"
5212956,Centro-Oeste,Goiás,Matrinchã,101,213,890,"11,3%","23,9%"
2200806,Nordeste,Piauí,Antônio Almeida,100,77,486,"20,6%","15,8%"
2304806,Nordeste,Ceará,Granjeiro,100,88,953,"10,5%","9,2%"
2310951,Nordeste,Ceará,Pires Ferreira,100,346,1521,"6,6%","22,7%"
2406007,Nordeste,Rio Grande do Norte,José da Penha,100,211,1373,"7,3%","15,4%"
2406908,Nordeste,Rio Grande do Norte,Lucrécia,100,326,1041,"9,6%","31,3%"
2410702,Nordeste,Rio Grande do Norte,Riacho da Cruz,100,118,857,"11,7%","13,8%"
2411403,Nordeste,Rio Grande do Norte,Santana do Matos,100,497,1877,"5,3%","26,5%"
2414704,Nordeste,Rio Grande do Norte,Várzea,100,73,875,"11,4%","8,3%"
2504504,Nordeste,Paraíba,Condado,100,66,865,"11,6%","7,6%"
2704807,Nordeste,Alagoas,Maribondo,100,437,1779,"5,6%","24,6%"
2919058,Nordeste,Bahia,Lajedo do Tabocal,100,287,1060,"9,4%","27,1%"
2921450,Nordeste,Bahia,Mirante,100,422,2404,"4,2%","17,6%"
3126208,Sudeste,Minas Gerais,Formoso,100,411,1857,"5,4%","22,1%"
3146909,Sudeste,Minas Gerais,Papagaios,100,232,1712,"5,8%","13,6%"
3522802,Sudeste,São Paulo,Itaporanga,100,421,1687,"5,9%","25,0%"
3554300,Sudeste,São Paulo,Teodoro Sam- paio,100,419,1978,"5,1%","21,2%"
4101903,Sul,Paraná,Assaí,100,224,1321,"7,6%","17,0%"
1705557,Norte,Tocantins,Combinado,99,425,869,"11,4%","48,9%"
2106300,Nordeste,Maranhão,Magalhães de Almeida,99,612,2413,"4,1%","25,4%"
2304277,Nordeste,Ceará,Ereré,99,387,1652,"6,0%","23,4%"
2308203,Nordeste,Ceará,Meruoca,99,434,2117,"4,7%","20,5%"
2407302,Nordeste,Rio Grande do Norte,Marcelino Vieira,99,161,2064,"4,8%","7,8%"
2608305,Nordeste,Pernambuco,Jupi,99,475,2346,"4,2%","20,2%"
2910107,Nordeste,Bahia,Dom Basílio,99,230,1693,"5,8%","13,6%"
3161007,Sudeste,Minas Gerais,São Domingos do Prata,99,215,1723,"5,7%","12,5%"
3508801,Sudeste,São Paulo,Cafelândia,99,225,1155,"8,6%","19,5%"
3514908,Sudeste,São Paulo,Elias Fausto,99,122,1436,"6,9%","8,5%"
3527306,Sudeste,São Paulo,Louveira,99,164,1468,"6,7%","11,2%"
4102901,Sul,Paraná,Bituruna,99,320,2516,"3,9%","12,7%"
4106001,Sul,Paraná,Congonhinhas,99,305,1305,"7,6%","23,4%"
1714302,Norte,Tocantins,Nazaré,98,239,662,"14,8%","36,1%"
2312601,Nordeste,Ceará,São Luís do Curu,98,406,1697,"5,8%","23,9%"
2505238,Nordeste,Paraíba,Cuité de Ma- manguape,98,256,1255,"7,8%","20,4%"
3105103,Sudeste,Minas Gerais,Bambuí,98,168,1455,"6,7%","11,5%"
3122702,Sudeste,Minas Gerais,Dom Silvério,98,128,711,"13,8%","18,0%"
4114104,Sul,Paraná,Mandaguaçu,98,182,1883,"5,2%","9,7%"
4205704,Sul,Santa Catarina,Garopaba,98,214,1648,"5,9%","13,0%"
4319406,Sul,Rio Grande do Sul,São Pedro do Sul,98,296,1712,"5,7%","17,3%"
5002159,Centro-Oeste,Mato Grosso do Sul,Bodoquena,98,188,940,"10,4%","20,0%"
1702158,Norte,Tocantins,Araguanã,97,388,906,"10,7%","42,8%"
2410009,Nordeste,Rio Grande do Norte,Pilões,97,126,700,"13,9%","18,0%"
2513000,Nordeste,Paraíba,Salgadinho,97,51,516,"18,8%","9,9%"
2918753,Nordeste,Bahia,Lagoa Real,97,95,1785,"5,4%","5,3%"
3108008,Sudeste,Minas Gerais,Bom Sucesso,97,136,1187,"8,2%","11,5%"
3116506,Sudeste,Minas Gerais,Claro dos Poções,97,287,1117,"8,7%","25,7%"
3119203,Sudeste,Minas Gerais,Coroaci,97,244,1089,"8,9%","22,4%"
4105904,Sul,Paraná,Colorado,97,136,1162,"8,3%","11,7%"
4113502,Sul,Paraná,Loanda,97,162,1708,"5,7%","9,5%"
4119400,Sul,Paraná,Piraí do Sul,97,262,2091,"4,6%","12,5%"
5008404,Centro-Oeste,Mato Grosso do Sul,Vicentina,97,146,691,"14,0%","21,1%"
5203203,Centro-Oeste,Goiás,Barro Alto,97,216,1732,"5,6%","12,5%"
5212303,Centro-Oeste,Goiás,Leopoldo de Bulhões,97,238,1119,"8,7%","21,3%"
2102556,Nordeste,Maranhão,Campestre do Maranhão,96,208,1825,"5,3%","11,4%"
2204105,Nordeste,Piauí,Francisco Ayres,96,111,679,"14,1%","16,3%"
2506202,Nordeste,Paraíba,Frei Martinho,96,268,761,"12,6%","35,2%"
2513927,Nordeste,Paraíba,São Bentinho,96,36,753,"12,7%","4,8%"
2923902,Nordeste,Bahia,Pau Brasil,96,1115,2769,"3,5%","40,3%"
3105004,Sudeste,Minas Gerais,Baldim,96,235,1042,"9,2%","22,6%"
3123205,Sudeste,Minas Gerais,Dores do Indaiá,96,212,1159,"8,3%","18,3%"
3123601,Sudeste,Minas Gerais,Elói Mendes,96,272,2225,"4,3%","12,2%"
3141009,Sudeste,Minas Gerais,Mato Verde,96,491,1826,"5,3%","26,9%"
3151909,Sudeste,Minas Gerais,Pocrane,96,314,1086,"8,8%","28,9%"
3154309,Sudeste,Minas Gerais,Resplendor,96,265,1993,"4,8%","13,3%"
3154457,Sudeste,Minas Gerais,Riachinho,96,215,1267,"7,6%","17,0%"
3158904,Sudeste,Minas Gerais,Santana do Manhuaçu,96,190,1028,"9,3%","18,5%"
3160454,Sudeste,Minas Gerais,Santo Antônio do Retiro,96,371,1593,"6,0%","23,3%"
3168507,Sudeste,Minas Gerais,Teixeiras,96,237,1389,"6,9%","17,1%"
3548005,Sudeste,São Paulo,Santo Antônio de Posse,96,157,1591,"6,0%","9,9%"
4102505,Sul,Paraná,Barbosa Ferraz,96,267,1391,"6,9%","19,2%"
4123303,Sul,Paraná,Santa Cruz de Monte Castelo,96,146,1110,"8,6%","13,2%"
4219309,Sul,Santa Catarina,Videira,96,145,1995,"4,8%","7,3%"
5101852,Centro-Oeste,Mato Grosso,Bom Jesus do Araguaia,96,130,1191,"8,1%","10,9%"
5216403,Centro-Oeste,Goiás,Paraúna,96,181,1194,"8,0%","15,2%"
5217203,Centro-Oeste,Goiás,Piranhas,96,210,1324,"7,3%","15,9%"
5222054,Centro-Oeste,Goiás,Vicentinópolis,96,163,1010,"9,5%","16,1%"
1716307,Norte,Tocantins,Pau D’Arco,95,300,830,"11,4%","36,1%"
2209104,Nordeste,Piauí,Santa Cruz do Piauí,95,456,1449,"6,6%","31,5%"
2209203,Nordeste,Piauí,Santa Filomena,95,240,1201,"7,9%","20,0%"
2507408,Nordeste,Paraíba,Jericó,95,296,1406,"6,8%","21,1%"
2508000,Nordeste,Paraíba,Juru,95,308,1880,"5,1%","16,4%"
3106507,Sudeste,Minas Gerais,Berilo,95,245,1454,"6,5%","16,9%"
3114006,Sudeste,Minas Gerais,Carmo da Mata,95,167,1063,"8,9%","15,7%"
3116605,Sudeste,Minas Gerais,Cláudio,95,174,1773,"5,4%","9,8%"
3121001,Sudeste,Minas Gerais,Datas,95,179,1173,"8,1%","15,3%"
3142205,Sudeste,Minas Gerais,Miraí,95,165,1286,"7,4%","12,8%"
3144102,Sudeste,Minas Gerais,Muzambinho,95,167,1876,"5,1%","8,9%"
3156601,Sudeste,Minas Gerais,Rubim,95,290,1250,"7,6%","23,2%"
3540903,Sudeste,São Paulo,Pradópolis,95,147,1124,"8,5%","13,1%"
3551900,Sudeste,São Paulo,Severínia,95,143,1312,"7,2%","10,9%"
4113734,Sul,Paraná,Luiziana,95,172,825,"11,5%","20,8%"
4121406,Sul,Paraná,Realeza,95,179,1276,"7,4%","14,0%"
4307500,Sul,Rio Grande do Sul,Espumoso,95,240,1238,"7,7%","19,4%"
4309100,Sul,Rio Grande do Sul,Gramado,95,143,1414,"6,7%","10,1%"
4311304,Sul,Rio Grande do Sul,Lagoa Vermelha,95,233,1608,"5,9%","14,5%"
5106182,Centro-Oeste,Mato Grosso,Nova Lacerda,95,125,842,"11,3%","14,8%"
2110807,Nordeste,Maranhão,São Félix de Balsas,94,270,989,"9,5%","27,3%"
2202729,Nordeste,Piauí,Cocal dos Alves,94,238,970,"9,7%","24,5%"
2204550,Nordeste,Piauí,Guaribas,94,35,1288,"7,3%","2,7%"
2210359,Nordeste,Piauí,São Lourenço do Piauí,94,204,918,"10,2%","22,2%"
2708303,Nordeste,Alagoas,São José da Laje,94,316,1983,"4,7%","15,9%"
3105509,Sudeste,Minas Gerais,Barão de Monte Alto,94,195,941,"10,0%","20,7%"
3125952,Sudeste,Minas Gerais,Fervedouro,94,199,1082,"8,7%","18,4%"
3130655,Sudeste,Minas Gerais,Indaiabira,94,161,1353,"6,9%","11,9%"
3133501,Sudeste,Minas Gerais,Itapecerica,94,198,1613,"5,8%","12,3%"
3147303,Sudeste,Minas Gerais,Paraisópolis,94,192,1894,"5,0%","10,1%"
3202454,Sudeste,Espírito Santo,Ibatiba,94,139,2111,"4,5%","6,6%"
3502903,Sudeste,São Paulo,Araçoiaba da Serra,94,252,2454,"3,8%","10,3%"
3510005,Sudeste,São Paulo,Cândido Mota,94,217,1919,"4,9%","11,3%"
3535309,Sudeste,São Paulo,Palmital,94,138,1467,"6,4%","9,4%"
3544301,Sudeste,São Paulo,Roseira,94,111,1068,"8,8%","10,4%"
4208450,Sul,Santa Catarina,Itapoá,94,158,1889,"5,0%","8,4%"
4319505,Sul,Rio Grande do Sul,São Sebastião do Caí,94,193,2283,"4,1%","8,5%"
4319604,Sul,Rio Grande do Sul,São Sepé,94,265,1467,"6,4%","18,1%"
5004304,Centro-Oeste,Mato Grosso do Sul,Iguatemi,94,321,1885,"5,0%","17,0%"
5100607,Centro-Oeste,Mato Grosso,Alto Taquari,94,176,1107,"8,5%","15,9%"
5107305,Centro-Oeste,Mato Grosso,São José do Rio Claro,94,293,2046,"4,6%","14,3%"
5219100,Centro-Oeste,Goiás,Santa Bárbara de Goiás,94,181,977,"9,6%","18,5%"
5219704,Centro-Oeste,Goiás,Santa Terezinha de Goiás,94,316,1117,"8,4%","28,3%"
2100956,Nordeste,Maranhão,Arame,93,930,4062,"2,3%","22,9%"
2101251,Nordeste,Maranhão,Bacabeira,93,486,2909,"3,2%","16,7%"
2111532,Nordeste,Maranhão,São Pedro da Água Branca,93,336,2705,"3,4%","12,4%"
2514107,Nordeste,Paraíba,São João do Tigre,93,111,1149,"8,1%","9,7%"
3154804,Sudeste,Minas Gerais,Rio Acima,93,145,1003,"9,3%","14,5%"
3162104,Sudeste,Minas Gerais,São Gotardo,93,253,3285,"2,8%","7,7%"
3170529,Sudeste,Minas Gerais,Urucuia,93,319,1697,"5,5%","18,8%"
3200102,Sudeste,Espírito Santo,Afonso Cláudio,93,312,2880,"3,2%","10,8%"
3517208,Sudeste,São Paulo,Guaiçara,93,120,923,"10,1%","13,0%"
3517604,Sudeste,São Paulo,Guapiara,93,253,1850,"5,0%","13,7%"
3541604,Sudeste,São Paulo,Promissão,93,223,1544,"6,0%","14,4%"
3543006,Sudeste,São Paulo,Ribeirão Branco,93,562,2902,"3,2%","19,4%"
3553807,Sudeste,São Paulo,Taquarituba,93,241,1958,"4,7%","12,3%"
4119707,Sul,Paraná,Planaltina do Paraná,93,190,818,"11,4%","23,2%"
4219507,Sul,Santa Catarina,Xanxerê,93,169,1697,"5,5%","10,0%"
4304358,Sul,Rio Grande do Sul,Candiota,93,152,1193,"7,8%","12,7%"
5007703,Centro-Oeste,Mato Grosso do Sul,Sete Quedas,93,158,899,"10,3%","17,6%"
5200555,Centro-Oeste,Goiás,Alto Horizonte,93,148,874,"10,6%","16,9%"
5205521,Centro-Oeste,Goiás,Colinas do Sul,93,174,800,"11,6%","21,8%"
5222005,Centro-Oeste,Goiás,Vianópolis,93,164,1509,"6,2%","10,9%"
1711951,Norte,Tocantins,Lagoa do Tocantins,92,249,670,"13,7%","37,2%"
2203354,Nordeste,Piauí,Dirceu Arco- verde,92,294,1169,"7,9%","25,1%"
2207934,Nordeste,Piauí,Pedro Lauren- tino,92,171,707,"13,0%","24,2%"
2210391,Nordeste,Piauí,São Miguel do Fidalgo,92,125,539,"17,1%","23,2%"
2506251,Nordeste,Paraíba,Gado Bravo,92,314,1709,"5,4%","18,4%"
2607109,Nordeste,Pernambuco,Ingazeira,92,193,1058,"8,7%","18,2%"
3104502,Sudeste,Minas Gerais,Arinos,92,376,2370,"3,9%","15,9%"
3104601,Sudeste,Minas Gerais,Astolfo Dutra,92,159,1114,"8,3%","14,3%"
3153905,Sudeste,Minas Gerais,Raposos,92,119,609,"15,1%","19,5%"
4101705,Sul,Paraná,Araruna,92,182,1455,"6,3%","12,5%"
4102802,Sul,Paraná,Bela Vista do Paraíso,92,141,1406,"6,5%","10,0%"
4109500,Sul,Paraná,Guaraqueçaba,92,361,1263,"7,3%","28,6%"
4126678,Sul,Paraná,Tamarana,92,130,1080,"8,5%","12,0%"
4218004,Sul,Santa Catarina,Tijucas,92,159,2324,"4,0%","6,8%"
4317400,Sul,Rio Grande do Sul,Santiago,92,243,2304,"4,0%","10,5%"
5005152,Centro-Oeste,Mato Grosso do Sul,Juti,92,242,1073,"8,6%","22,6%"
5219407,Centro-Oeste,Goiás,Santa Rita do Araguaia,92,134,862,"10,7%","15,5%"
2701704,Nordeste,Alagoas,Capela,91,380,2040,"4,5%","18,6%"
2919900,Nordeste,Bahia,Macururé,91,87,1110,"8,2%","7,8%"
3141603,Sudeste,Minas Gerais,Mercês,91,196,1296,"7,0%","15,1%"
3143203,Sudeste,Minas Gerais,Monte Santo de Minas,91,139,1712,"5,3%","8,1%"
3161908,Sudeste,Minas Gerais,São Gonçalo do Rio Abaixo,91,131,1361,"6,7%","9,6%"
3201407,Sudeste,Espírito Santo,Castelo,91,269,2098,"4,3%","12,8%"
3537909,Sudeste,São Paulo,Pilar do Sul,91,198,1743,"5,2%","11,4%"
4115754,Sul,Paraná,Mauá da Serra,91,138,1341,"6,8%","10,3%"
5007505,Centro-Oeste,Mato Grosso do Sul,Rochedo,91,131,882,"10,3%","14,9%"
5205901,Centro-Oeste,Goiás,Corumbaíba,91,220,1062,"8,6%","20,7%"
1708254,Norte,Tocantins,Tabocão,90,365,798,"11,3%","45,7%"
2205573,Nordeste,Piauí,Lagoa de São Francisco,90,172,879,"10,2%","19,6%"
2207959,Nordeste,Piauí,Nova Santa Rita,90,332,1048,"8,6%","31,7%"
2208874,Nordeste,Piauí,Ribeira do Piauí,90,511,1063,"8,5%","48,1%"
2402808,Nordeste,Rio Grande do Norte,Coronel Eze- quiel,90,245,1048,"8,6%","23,4%"
2414902,Nordeste,Rio Grande do Norte,Viçosa,90,123,759,"11,9%","16,2%"
2917359,Nordeste,Bahia,Jaborandi,90,570,2203,"4,1%","25,9%"
3109204,Sudeste,Minas Gerais,Buenópolis,90,172,958,"9,4%","18,0%"
3112000,Sudeste,Minas Gerais,Candeias,90,231,1339,"6,7%","17,3%"
3133402,Sudeste,Minas Gerais,Itapagipe,90,194,1005,"9,0%","19,3%"
3136405,Sudeste,Minas Gerais,Joaquim Felício,90,192,711,"12,7%","27,0%"
3524709,Sudeste,São Paulo,Jaguariúna,90,163,1864,"4,8%","8,7%"
3535408,Sudeste,São Paulo,Panorama,90,212,1414,"6,4%","15,0%"
3551801,Sudeste,São Paulo,Sete Barras,90,273,1760,"5,1%","15,5%"
4101309,Sul,Paraná,Antônio Olinto,90,331,1139,"7,9%","29,1%"
4118105,Sul,Paraná,Paranacity,90,140,777,"11,6%","18,0%"
4126801,Sul,Paraná,Tapejara,90,144,1410,"6,4%","10,2%"
4206504,Sul,Santa Catarina,Guaramirim,90,154,1940,"4,6%","7,9%"
4312252,Sul,Rio Grande do Sul,Minas do Leão,90,190,1113,"8,1%","17,1%"
1100056,Norte,Rondônia,Cerejeiras,89,530,1660,"5,4%","31,9%"
2111672,Nordeste,Maranhão,São Roberto,89,150,846,"10,5%","17,7%"
2203859,Nordeste,Piauí,Floresta do Piauí,89,217,720,"12,4%","30,1%"
2207777,Nordeste,Piauí,Patos do Piauí,89,376,1172,"7,6%","32,1%"
2614402,Nordeste,Pernambuco,Solidão,89,111,1093,"8,1%","10,2%"
3156007,Sudeste,Minas Gerais,Rio Vermelho,89,241,1734,"5,1%","13,9%"
3300159,Sudeste,Rio de Janeiro,Aperibé,89,168,1150,"7,7%","14,6%"
4112751,Sul,Paraná,Jesuítas,89,137,1030,"8,6%","13,3%"
4311809,Sul,Rio Grande do Sul,Marau,89,216,1723,"5,2%","12,5%"
5206305,Centro-Oeste,Goiás,Cristianópolis,89,124,838,"10,6%","14,8%"
5218607,Centro-Oeste,Goiás,Rialma,89,141,1132,"7,9%","12,5%"
1100924,Norte,Rondônia,Chupinguaia,88,390,1199,"7,3%","32,5%"
1715002,Norte,Tocantins,Nova Rosalândia,88,231,712,"12,4%","32,4%"
2402907,Nordeste,Rio Grande do Norte,Coronel João Pessoa,88,167,1061,"8,3%","15,7%"
2410256,Nordeste,Rio Grande do Norte,Porto do Man- gue,88,43,936,"9,4%","4,6%"
2706406,Nordeste,Alagoas,Pão de Açúcar,88,782,3490,"2,5%","22,4%"
3143401,Sudeste,Minas Gerais,Monte Sião,88,215,2135,"4,1%","10,1%"
3143450,Sudeste,Minas Gerais,Montezuma,88,280,1241,"7,1%","22,6%"
3165552,Sudeste,Minas Gerais,Setubinha,88,194,1254,"7,0%","15,5%"
3534302,Sudeste,São Paulo,Orlândia,88,145,1336,"6,6%","10,9%"
3552106,Sudeste,São Paulo,Socorro,88,170,1862,"4,7%","9,1%"
4100905,Sul,Paraná,Amaporã,88,127,660,"13,3%","19,2%"
4321907,Sul,Rio Grande do Sul,Três Passos,88,184,1606,"5,5%","11,5%"
5105606,Centro-Oeste,Mato Grosso,Matupá,88,131,1557,"5,7%","8,4%"
5221809,Centro-Oeste,Goiás,Urutaí,88,130,570,"15,4%","22,8%"
1700301,Norte,Tocantins,Aguiarnópolis,87,304,732,"11,9%","41,5%"
1701101,Norte,Tocantins,Aparecida do Rio Negro,87,251,745,"11,7%","33,7%"
1715754,Norte,Tocantins,Palmeirópolis,87,450,1076,"8,1%","41,8%"
2201919,Nordeste,Piauí,Bom Princípio do Piauí,87,463,1371,"6,3%","33,8%"
2408409,Nordeste,Rio Grande do Norte,Olho d’Água do Borges,87,325,1043,"8,3%","31,2%"
2900504,Nordeste,Bahia,Érico Cardoso,87,167,1285,"6,8%","13,0%"
2916609,Nordeste,Bahia,Itapitanga,87,219,1212,"7,2%","18,1%"
3110509,Sudeste,Minas Gerais,Camanducaia,87,149,1714,"5,1%","8,7%"
3125309,Sudeste,Minas Gerais,Faria Lemos,87,123,595,"14,6%","20,7%"
3127206,Sudeste,Minas Gerais,Funilândia,87,140,594,"14,6%","23,6%"
3137403,Sudeste,Minas Gerais,Lagoa Dourada,87,144,1280,"6,8%","11,3%"
3146750,Sudeste,Minas Gerais,Palmópolis,87,204,810,"10,7%","25,2%"
3200359,Sudeste,Espírito Santo,Alto Rio Novo,87,209,990,"8,8%","21,1%"
4105409,Sul,Paraná,Chopinzinho,87,136,1226,"7,1%","11,1%"
4121000,Sul,Paraná,Querência do Norte,87,162,1401,"6,2%","11,6%"
5103437,Centro-Oeste,Mato Grosso,Curvelândia,87,115,696,"12,5%","16,5%"
5220504,Centro-Oeste,Goiás,Serranópolis,87,108,793,"11,0%","13,6%"
5221577,Centro-Oeste,Goiás,Uirapuru,87,115,540,"16,1%","21,3%"
1101435,Norte,Rondônia,Nova União,86,339,806,"10,7%","42,1%"
2101772,Nordeste,Maranhão,Bela Vista do Maranhão,86,217,1731,"5,0%","12,5%"
2411056,Nordeste,Rio Grande do Norte,Tibau,86,173,931,"9,2%","18,6%"
2807303,Nordeste,Sergipe,Telha,86,185,822,"10,5%","22,5%"
3115508,Sudeste,Minas Gerais,Caxambu,86,199,1415,"6,1%","14,1%"
3504602,Sudeste,São Paulo,Bady Bassitt,86,131,1756,"4,9%","7,5%"
3505203,Sudeste,São Paulo,Bariri,86,174,1858,"4,6%","9,4%"
3531407,Sudeste,São Paulo,Monte Aprazível,86,242,1770,"4,9%","13,7%"
4100509,Sul,Paraná,Altônia,86,193,1304,"6,6%","14,8%"
4100806,Sul,Paraná,Alvorada do Sul,86,253,1148,"7,5%","22,0%"
4104428,Sul,Paraná,Candói,86,270,1846,"4,7%","14,6%"
4107207,Sul,Paraná,Dois Vizinhos,86,212,2869,"3,0%","7,4%"
4200101,Sul,Santa Catarina,Abelardo Luz,86,217,1951,"4,4%","11,1%"
5107404,Centro-Oeste,Mato Grosso,São Pedro da Cipa,86,110,704,"12,2%","15,6%"
5204656,Centro-Oeste,Goiás,Campinaçu,86,115,579,"14,9%","19,9%"
2104206,Nordeste,Maranhão,Fortuna,85,456,2596,"3,3%","17,6%"
2111250,Nordeste,Maranhão,São José dos Basílios,85,211,1055,"8,1%","20,0%"
3102605,Sudeste,Minas Gerais,Andradas,85,150,2217,"3,8%","6,8%"
3110806,Sudeste,Minas Gerais,Campanário,85,118,514,"16,5%","23,0%"
3111606,Sudeste,Minas Gerais,Campos Gerais,85,180,2107,"4,0%","8,5%"
3128402,Sudeste,Minas Gerais,Guarani,85,121,1026,"8,3%","11,8%"
3131208,Sudeste,Minas Gerais,Ipanema,85,574,2509,"3,4%","22,9%"
3135076,Sudeste,Minas Gerais,Jampruca,85,104,718,"11,8%","14,5%"
3149606,Sudeste,Minas Gerais,Pequi,85,112,634,"13,4%","17,7%"
3534906,Sudeste,São Paulo,Pacaembu,85,127,685,"12,4%","18,5%"
4115002,Sul,Paraná,Marilena,85,107,743,"11,4%","14,4%"
4117701,Sul,Paraná,Palmeira,85,166,1754,"4,8%","9,5%"
4119806,Sul,Paraná,Planalto,85,175,1117,"7,6%","15,7%"
4310504,Sul,Rio Grande do Sul,Iraí,85,206,867,"9,8%","23,8%"
4315503,Sul,Rio Grande do Sul,Restinga Sêca,85,165,1322,"6,4%","12,5%"
1718865,Norte,Tocantins,Santa Fé do Araguaia,84,345,808,"10,4%","42,7%"
2101103,Nordeste,Maranhão,Axixá,84,127,2059,"4,1%","6,2%"
2401503,Nordeste,Rio Grande do Norte,Barcelona,84,61,683,"12,3%","8,9%"
2500205,Nordeste,Paraíba,Aguiar,84,235,802,"10,5%","29,3%"
2502706,Nordeste,Paraíba,Borborema,84,249,1004,"8,4%","24,8%"
2912400,Nordeste,Bahia,Ibipeba,84,740,2614,"3,2%","28,3%"
3165503,Sudeste,Minas Gerais,Sardoá,84,145,924,"9,1%","15,7%"
3517901,Sudeste,São Paulo,Guaraci,84,156,1083,"7,8%","14,4%"
3519105,Sudeste,São Paulo,Iacanga,84,130,1349,"6,2%","9,6%"
3545001,Sudeste,São Paulo,Salesópolis,84,236,1798,"4,7%","13,1%"
3546009,Sudeste,São Paulo,Santa Branca,84,178,1147,"7,3%","15,5%"
3551603,Sudeste,São Paulo,Serra Negra,84,131,1431,"5,9%","9,2%"
4105706,Sul,Paraná,Clevelândia,84,172,1892,"4,4%","9,1%"
4205175,Sul,Santa Catarina,Entre Rios,84,116,426,"19,7%","27,2%"
2201002,Nordeste,Piauí,Arraial,83,258,913,"9,1%","28,3%"
2203008,Nordeste,Piauí,Cristalândia do Piauí,83,278,1129,"7,4%","24,6%"
2204154,Nordeste,Piauí,Francisco Macedo,83,104,677,"12,3%","15,4%"
2206753,Nordeste,Piauí,Nossa Senhora de Nazaré,83,250,1141,"7,3%","21,9%"
2510600,Nordeste,Paraíba,Ouro Velho,83,219,921,"9,0%","23,8%"
2513604,Nordeste,Paraíba,Santana dos Garrotes,83,277,1534,"5,4%","18,1%"
2912509,Nordeste,Bahia,Ibipitanga,83,375,1812,"4,6%","20,7%"
2914307,Nordeste,Bahia,Iramaia,83,406,1557,"5,3%","26,1%"
3111150,Sudeste,Minas Gerais,Campo Azul,83,108,760,"10,9%","14,2%"
3512308,Sudeste,São Paulo,Conchas,83,145,1490,"5,6%","9,7%"
3542404,Sudeste,São Paulo,Regente Feijó,83,174,1109,"7,5%","15,7%"
4114005,Sul,Paraná,Mamborê,83,128,1299,"6,4%","9,9%"
4122602,Sul,Paraná,Rondon,83,126,807,"10,3%","15,6%"
4215505,Sul,Santa Catarina,Santa Cecília,83,166,1135,"7,3%","14,6%"
2210623,Nordeste,Piauí,Sebastião Barros,82,192,836,"9,8%","23,0%"
2211605,Nordeste,Piauí,Vila Nova do Piauí,82,166,559,"14,7%","29,7%"
2313252,Nordeste,Ceará,Tarrafas,82,360,1623,"5,1%","22,2%"
2918704,Nordeste,Bahia,Lafaiete Cou- tinho,82,103,806,"10,2%","12,8%"
3128204,Sudeste,Minas Gerais,Guaraciaba,82,228,1019,"8,0%","22,4%"
3146404,Sudeste,Minas Gerais,Paineiras,82,105,499,"16,4%","21,0%"
3149804,Sudeste,Minas Gerais,Perdizes,82,150,1463,"5,6%","10,3%"
3158003,Sudeste,Minas Gerais,Santa Maria de Itabira,82,135,1066,"7,7%","12,7%"
3164506,Sudeste,Minas Gerais,São Sebastião do Maranhão,82,283,1456,"5,6%","19,4%"
4104105,Sul,Paraná,Campo do Tenente,82,204,1175,"7,0%","17,4%"
4113304,Sul,Paraná,Laranjeiras do Sul,82,175,1672,"4,9%","10,5%"
4219705,Sul,Santa Catarina,Xaxim,82,220,2196,"3,7%","10,0%"
4300851,Sul,Rio Grande do Sul,Arambaré,82,146,747,"11,0%","19,5%"
5106224,Centro-Oeste,Mato Grosso,Nova Mutum,82,159,2793,"2,9%","5,7%"
5107354,Centro-Oeste,Mato Grosso,São José do Xingu,82,258,1154,"7,1%","22,4%"
5203807,Centro-Oeste,Goiás,Britânia,82,162,969,"8,5%","16,7%"
